	brenneri	briggsae	doughertyi	elegans	inopinata	latens	nigoni	remanei	sinica	sp26	sp40	tropicalis	wallacei
OG0017380	0	0	0	0	0	1	0	1	1	1	0	0	0
OG0017381	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017382	0	0	0	0	0	1	0	3	0	0	0	0	0
OG0017383	0	0	0	0	0	1	0	0	2	1	0	0	0
OG0017384	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017385	0	0	0	0	0	1	0	1	0	0	0	1	1
OG0017386	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017387	0	0	0	0	0	1	0	1	1	1	0	0	0
OG0017388	0	0	0	0	0	3	0	1	0	0	0	0	0
OG0017389	0	0	0	0	0	1	0	3	0	0	0	0	0
OG0017390	0	0	0	0	0	1	0	1	0	1	0	1	0
OG0017391	0	0	0	0	0	1	0	0	0	0	0	2	1
OG0017392	0	0	0	0	0	1	0	3	0	0	0	0	0
OG0017393	0	0	0	0	0	1	2	0	1	0	0	0	0
OG0017394	0	0	0	0	0	1	0	3	0	0	0	0	0
OG0017395	0	0	0	0	0	3	0	1	0	0	0	0	0
OG0017396	0	0	0	0	0	3	0	1	0	0	0	0	0
OG0017397	0	0	0	0	0	1	1	2	0	0	0	0	0
OG0017398	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017399	0	0	0	0	0	1	0	1	1	1	0	0	0
OG0017400	0	0	0	0	0	1	1	1	1	0	0	0	0
OG0017401	0	0	0	0	0	1	0	1	2	0	0	0	0
OG0017402	0	0	0	0	0	1	1	1	1	0	0	0	0
OG0017403	0	0	0	0	0	1	1	0	1	0	0	1	0
OG0017404	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017405	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017406	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017407	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017408	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017409	0	0	0	0	0	3	0	1	0	0	0	0	0
OG0017410	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017411	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017412	0	0	0	0	0	1	0	3	0	0	0	0	0
OG0017413	0	0	0	0	0	1	1	1	0	0	1	0	0
OG0017414	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017415	0	0	0	0	0	1	0	1	1	0	0	1	0
OG0017416	0	0	0	0	0	3	0	1	0	0	0	0	0
OG0017417	0	0	0	0	0	3	0	1	0	0	0	0	0
OG0017418	0	0	0	0	0	1	1	1	1	0	0	0	0
OG0017419	0	0	0	0	0	1	2	0	1	0	0	0	0
OG0017420	0	0	0	0	0	2	0	1	1	0	0	0	0
OG0017421	0	0	0	0	0	3	0	1	0	0	0	0	0
OG0017422	0	0	0	0	0	1	0	0	2	0	1	0	0
OG0017423	0	0	0	0	0	1	0	0	1	0	2	0	0
OG0017424	0	0	0	0	0	1	1	1	0	0	0	1	0
OG0017425	0	0	0	0	0	1	0	3	0	0	0	0	0
OG0017426	0	0	0	0	0	1	0	1	1	1	0	0	0
OG0017427	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017428	0	0	0	0	0	1	0	1	0	1	1	0	0
OG0017429	0	0	0	0	0	2	0	1	0	1	0	0	0
OG0017430	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017431	0	0	0	0	0	1	0	3	0	0	0	0	0
OG0017432	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017433	0	0	0	0	0	1	0	1	1	0	1	0	0
OG0017434	0	0	0	0	0	1	0	1	0	1	1	0	0
OG0017435	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017436	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017437	0	0	0	0	0	1	0	0	3	0	0	0	0
OG0017438	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017439	0	0	0	0	0	1	1	0	1	0	1	0	0
OG0017440	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017441	0	0	0	0	0	3	0	0	0	0	0	1	0
OG0017442	0	0	0	0	0	1	0	3	0	0	0	0	0
OG0017443	0	0	0	0	0	1	0	3	0	0	0	0	0
OG0017444	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017445	0	0	0	0	0	3	0	1	0	0	0	0	0
OG0017446	0	0	0	0	0	1	0	1	1	0	1	0	0
OG0017447	0	0	0	0	0	1	0	1	0	0	0	1	1
OG0017448	0	0	0	0	0	1	0	1	0	0	0	1	1
OG0017449	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017450	0	0	0	0	0	1	0	1	1	1	0	0	0
OG0017451	0	0	0	0	0	1	0	3	0	0	0	0	0
OG0017452	0	0	0	0	0	1	0	1	0	0	0	2	0
OG0017453	0	0	0	0	0	3	0	1	0	0	0	0	0
OG0017454	0	0	0	0	0	1	0	1	1	0	0	1	0
OG0017455	0	0	0	0	0	1	0	0	1	1	0	0	1
OG0017456	0	0	0	0	0	1	0	1	1	0	1	0	0
OG0017457	0	0	0	0	0	1	0	3	0	0	0	0	0
OG0017458	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017459	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017460	0	0	0	0	0	1	0	2	1	0	0	0	0
OG0017461	0	0	0	0	0	1	1	1	0	0	0	1	0
OG0017462	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017463	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017464	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017465	0	0	0	0	0	1	1	1	1	0	0	0	0
OG0017466	0	0	0	0	0	1	1	0	1	0	1	0	0
OG0017467	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017468	0	0	0	0	0	1	0	1	0	0	0	1	1
OG0017469	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017470	0	0	0	0	0	1	0	1	1	1	0	0	0
OG0017471	0	0	0	0	0	1	0	3	0	0	0	0	0
OG0017472	0	0	0	0	0	1	0	1	0	1	0	0	1
OG0017473	0	0	0	0	0	3	0	1	0	0	0	0	0
OG0017474	0	0	0	0	0	1	0	3	0	0	0	0	0
OG0017475	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017476	0	0	0	0	0	2	0	2	0	0	0	0	0
OG0017477	0	0	0	0	0	3	0	1	0	0	0	0	0
OG0017478	0	0	0	0	0	1	0	1	2	0	0	0	0
OG0017479	0	0	0	0	0	1	0	0	0	0	3	0	0
OG0017480	0	0	0	0	0	1	0	3	0	0	0	0	0
OG0017481	0	0	0	0	0	1	1	0	1	1	0	0	0
OG0017482	0	0	0	0	0	1	0	1	1	0	0	1	0
OG0017483	0	0	0	0	0	1	0	3	0	0	0	0	0
OG0017484	0	0	0	0	0	0	1	0	1	1	1	0	0
OG0017485	0	0	0	0	0	0	1	0	1	1	1	0	0
OG0017486	0	0	0	0	0	0	4	0	0	0	0	0	0
OG0017487	0	0	0	0	0	0	1	0	1	1	1	0	0
OG0017488	0	0	0	0	0	0	1	0	1	1	1	0	0
OG0017489	0	0	0	0	0	0	1	0	1	1	1	0	0
OG0017490	0	0	0	0	0	0	1	0	1	1	1	0	0
OG0017491	0	0	0	0	0	0	1	0	1	1	1	0	0
OG0017492	0	0	0	0	0	0	1	1	1	0	1	0	0
OG0017493	0	0	0	0	0	0	1	0	1	0	1	1	0
OG0017494	0	0	0	0	0	0	1	0	0	1	1	0	1
OG0017495	0	0	0	0	0	0	3	1	0	0	0	0	0
OG0017496	0	0	0	0	0	0	1	0	1	1	1	0	0
OG0017497	0	0	0	0	0	0	1	3	0	0	0	0	0
OG0017498	0	0	0	0	0	0	1	0	0	0	0	2	1
OG0017499	0	0	0	0	0	0	2	0	0	1	1	0	0
OG0017500	0	0	0	0	0	0	1	0	1	0	2	0	0
OG0017501	0	0	0	0	0	0	1	0	2	0	0	1	0
OG0017502	0	0	0	0	0	0	1	0	2	0	0	1	0
OG0017503	0	0	0	0	0	0	1	0	1	0	0	1	1
OG0017504	0	0	0	0	0	0	1	0	0	1	0	1	1
OG0017505	0	0	0	0	0	0	1	1	0	1	0	1	0
OG0017506	0	0	0	0	0	0	2	0	0	0	2	0	0
OG0017507	0	0	0	0	0	0	1	0	1	2	0	0	0
OG0017508	0	0	0	0	0	0	1	1	0	1	0	1	0
OG0017509	0	0	0	0	0	0	1	0	1	1	1	0	0
OG0017510	0	0	0	0	0	0	1	0	1	0	1	1	0
OG0017511	0	0	0	0	0	0	1	0	1	1	0	1	0
OG0017512	0	0	0	0	0	0	4	0	0	0	0	0	0
OG0017513	0	0	0	0	0	0	1	0	0	1	2	0	0
OG0017514	0	0	0	0	0	0	1	0	1	1	1	0	0
OG0017515	0	0	0	0	0	0	1	0	2	1	0	0	0
OG0017516	0	0	0	0	0	0	1	1	0	1	1	0	0
OG0017517	0	0	0	0	0	0	1	0	1	1	1	0	0
OG0017518	0	0	0	0	0	0	1	0	1	1	1	0	0
OG0017519	0	0	0	0	0	0	1	0	0	2	1	0	0
OG0017520	0	0	0	0	0	0	1	1	0	1	0	1	0
OG0017521	0	0	0	0	0	0	1	0	1	1	1	0	0
OG0017522	0	0	0	0	0	0	1	0	1	1	1	0	0
OG0017523	0	0	0	0	0	0	2	0	1	1	0	0	0
OG0017524	0	0	0	0	0	0	3	0	0	1	0	0	0
OG0017525	0	0	0	0	0	0	1	0	1	0	1	1	0
OG0017526	0	0	0	0	0	0	1	0	1	1	1	0	0
OG0017527	0	0	0	0	0	0	1	0	1	1	1	0	0
OG0017528	0	0	0	0	0	0	1	0	1	1	1	0	0
OG0017529	0	0	0	0	0	0	1	0	1	1	1	0	0
OG0017530	0	0	0	0	0	0	1	0	1	1	1	0	0
OG0017531	0	0	0	0	0	0	1	0	1	1	0	1	0
OG0017532	0	0	0	0	0	0	0	4	0	0	0	0	0
OG0017533	0	0	0	0	0	0	0	4	0	0	0	0	0
OG0017534	0	0	0	0	0	0	0	1	1	0	1	0	1
OG0017535	0	0	0	0	0	0	0	4	0	0	0	0	0
OG0017536	0	0	0	0	0	0	0	4	0	0	0	0	0
OG0017537	0	0	0	0	0	0	0	1	0	0	0	0	3
OG0017538	0	0	0	0	0	0	0	0	1	0	3	0	0
OG0017539	0	0	0	0	0	0	0	0	2	0	1	1	0
OG0017540	0	0	0	0	0	0	0	0	1	1	2	0	0
OG0017541	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017542	0	0	0	0	0	0	0	0	1	1	2	0	0
OG0017543	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017544	0	0	0	0	0	0	0	0	1	0	1	1	1
OG0017545	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017546	0	0	0	0	0	0	0	0	1	1	1	1	0
OG0017547	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017548	0	0	0	0	0	0	0	0	1	0	3	0	0
OG0017549	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017550	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017551	0	0	0	0	0	0	0	0	1	1	2	0	0
OG0017552	0	0	0	0	0	0	0	0	1	1	2	0	0
OG0017553	0	0	0	0	0	0	0	0	1	1	2	0	0
OG0017554	0	0	0	0	0	0	0	0	1	2	1	0	0
OG0017555	0	0	0	0	0	0	0	0	1	1	1	1	0
OG0017556	0	0	0	0	0	0	0	0	1	1	2	0	0
OG0017557	0	0	0	0	0	0	0	0	4	0	0	0	0
OG0017558	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017559	0	0	0	0	0	0	0	0	3	1	0	0	0
OG0017560	0	0	0	0	0	0	0	0	2	0	2	0	0
OG0017561	0	0	0	0	0	0	0	0	1	1	1	0	1
OG0017562	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017563	0	0	0	0	0	0	0	0	1	1	2	0	0
OG0017564	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017565	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017566	0	0	0	0	0	0	0	0	3	1	0	0	0
OG0017567	0	0	0	0	0	0	0	0	3	0	0	1	0
OG0017568	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017569	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017570	0	0	0	0	0	0	0	0	1	1	2	0	0
OG0017571	0	0	0	0	0	0	0	0	1	1	2	0	0
OG0017572	0	0	0	0	0	0	0	0	3	1	0	0	0
OG0017573	0	0	0	0	0	0	0	0	4	0	0	0	0
OG0017574	0	0	0	0	0	0	0	0	2	2	0	0	0
OG0017575	0	0	0	0	0	0	0	0	3	0	1	0	0
OG0017576	0	0	0	0	0	0	0	0	3	1	0	0	0
OG0017577	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017578	0	0	0	0	0	0	0	0	2	0	2	0	0
OG0017579	0	0	0	0	0	0	0	0	3	0	1	0	0
OG0017580	0	0	0	0	0	0	0	0	4	0	0	0	0
OG0017581	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017582	0	0	0	0	0	0	0	0	2	2	0	0	0
OG0017583	0	0	0	0	0	0	0	0	1	1	2	0	0
OG0017584	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017585	0	0	0	0	0	0	0	0	2	0	2	0	0
OG0017586	0	0	0	0	0	0	0	0	3	1	0	0	0
OG0017587	0	0	0	0	0	0	0	0	2	0	2	0	0
OG0017588	0	0	0	0	0	0	0	0	1	2	1	0	0
OG0017589	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017590	0	0	0	0	0	0	0	0	3	1	0	0	0
OG0017591	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017592	0	0	0	0	0	0	0	0	3	1	0	0	0
OG0017593	0	0	0	0	0	0	0	0	2	2	0	0	0
OG0017594	0	0	0	0	0	0	0	0	3	1	0	0	0
OG0017595	0	0	0	0	0	0	0	0	1	1	2	0	0
OG0017596	0	0	0	0	0	0	0	0	3	1	0	0	0
OG0017597	0	0	0	0	0	0	0	0	1	1	2	0	0
OG0017598	0	0	0	0	0	0	0	0	2	2	0	0	0
OG0017599	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017600	0	0	0	0	0	0	0	0	2	1	0	0	1
OG0017601	0	0	0	0	0	0	0	0	4	0	0	0	0
OG0017602	0	0	0	0	0	0	0	0	1	1	2	0	0
OG0017603	0	0	0	0	0	0	0	0	2	0	2	0	0
OG0017604	0	0	0	0	0	0	0	0	1	1	1	0	1
OG0017605	0	0	0	0	0	0	0	0	3	1	0	0	0
OG0017606	0	0	0	0	0	0	0	0	3	0	1	0	0
OG0017607	0	0	0	0	0	0	0	0	3	1	0	0	0
OG0017608	0	0	0	0	0	0	0	0	4	0	0	0	0
OG0017609	0	0	0	0	0	0	0	0	4	0	0	0	0
OG0017610	0	0	0	0	0	0	0	0	1	2	1	0	0
OG0017611	0	0	0	0	0	0	0	0	4	0	0	0	0
OG0017612	0	0	0	0	0	0	0	0	2	2	0	0	0
OG0017613	0	0	0	0	0	0	0	0	3	1	0	0	0
OG0017614	0	0	0	0	0	0	0	0	1	1	0	0	2
OG0017615	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017616	0	0	0	0	0	0	0	0	4	0	0	0	0
OG0017617	0	0	0	0	0	0	0	0	2	0	0	1	1
OG0017618	0	0	0	0	0	0	0	0	3	1	0	0	0
OG0017619	0	0	0	0	0	0	0	0	2	2	0	0	0
OG0017620	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017621	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017622	0	0	0	0	0	0	0	0	3	1	0	0	0
OG0017623	0	0	0	0	0	0	0	0	1	3	0	0	0
OG0017624	0	0	0	0	0	0	0	0	1	1	2	0	0
OG0017625	0	0	0	0	0	0	0	0	1	0	3	0	0
OG0017626	0	0	0	0	0	0	0	0	1	1	2	0	0
OG0017627	0	0	0	0	0	0	0	0	1	1	2	0	0
OG0017628	0	0	0	0	0	0	0	0	1	0	3	0	0
OG0017629	0	0	0	0	0	0	0	0	3	0	1	0	0
OG0017630	0	0	0	0	0	0	0	0	1	2	1	0	0
OG0017631	0	0	0	0	0	0	0	0	2	1	1	0	0
OG0017632	0	0	0	0	0	0	0	0	1	3	0	0	0
OG0017633	0	0	0	0	0	0	0	0	1	3	0	0	0
OG0017634	0	0	0	0	0	0	0	0	1	1	2	0	0
OG0017635	0	0	0	0	0	0	0	0	1	2	1	0	0
OG0017636	0	0	0	0	0	0	0	0	2	0	1	0	1
OG0017637	0	0	0	0	0	0	0	0	1	1	2	0	0
OG0017638	0	0	0	0	0	0	0	0	1	3	0	0	0
OG0017639	0	0	0	0	0	0	0	0	1	1	2	0	0
OG0017640	0	0	0	0	0	0	0	0	1	0	0	3	0
OG0017641	0	0	0	0	0	0	0	0	0	2	2	0	0
OG0017642	0	0	0	0	0	0	0	0	0	4	0	0	0
OG0017643	0	0	0	0	0	0	0	0	0	3	1	0	0
OG0017644	0	0	0	0	0	0	0	0	0	4	0	0	0
OG0017645	0	0	0	0	0	0	0	0	0	4	0	0	0
OG0017646	0	0	0	0	0	0	0	0	0	3	1	0	0
OG0017647	0	0	0	0	0	0	0	0	0	4	0	0	0
OG0017648	0	0	0	0	0	0	0	0	0	2	2	0	0
OG0017649	0	0	0	0	0	0	0	0	0	1	3	0	0
OG0017650	0	0	0	0	0	0	0	0	0	4	0	0	0
OG0017651	0	0	0	0	0	0	0	0	0	2	1	0	1
OG0017652	0	0	0	0	0	0	0	0	0	0	4	0	0
OG0017653	0	0	0	0	0	0	0	0	0	0	4	0	0
OG0017654	0	0	0	0	0	0	0	0	0	0	4	0	0
OG0017655	0	0	0	0	0	0	0	0	0	0	4	0	0
OG0017656	0	0	0	0	0	0	0	0	0	0	4	0	0
OG0017657	0	0	0	0	0	0	0	0	0	0	4	0	0
OG0017658	0	0	0	0	0	0	0	0	0	0	4	0	0
OG0017659	0	0	0	0	0	0	0	0	0	0	4	0	0
OG0017660	0	0	0	0	0	0	0	0	0	0	4	0	0
OG0017661	0	0	0	0	0	0	0	0	0	0	4	0	0
OG0017662	0	0	0	0	0	0	0	0	0	0	1	1	2
OG0017663	0	0	0	0	0	0	0	0	0	0	4	0	0
OG0017664	0	0	0	0	0	0	0	0	0	0	0	4	0
OG0017665	0	0	0	0	0	0	0	0	0	0	0	3	1
OG0017666	0	0	0	0	0	0	0	0	0	0	0	3	1
OG0017667	0	0	0	0	0	0	0	0	0	0	0	2	2
OG0017668	0	0	0	0	0	0	0	0	0	0	0	2	2
OG0017669	0	0	0	0	0	0	0	0	0	0	0	3	1
OG0017670	0	0	0	0	0	0	0	0	0	0	0	4	0
OG0017671	0	0	0	0	0	0	0	0	0	0	0	4	0
OG0017672	0	0	0	0	0	0	0	0	0	0	0	4	0
OG0017673	0	0	0	0	0	0	0	0	0	0	0	2	2
OG0017674	0	0	0	0	0	0	0	0	0	0	0	3	1
OG0017675	0	0	0	0	0	0	0	0	0	0	0	1	3
OG0017676	0	0	0	0	0	0	0	0	0	0	0	1	3
OG0017677	0	0	0	0	0	0	0	0	0	0	0	3	1
OG0017678	0	0	0	0	0	0	0	0	0	0	0	3	1
OG0017679	0	0	0	0	0	0	0	0	0	0	0	3	1
OG0017680	0	0	0	0	0	0	0	0	0	0	0	4	0
OG0017681	0	0	0	0	0	0	0	0	0	0	0	2	2
OG0017682	0	0	0	0	0	0	0	0	0	0	0	3	1
OG0017683	0	0	0	0	0	0	0	0	0	0	0	2	2
OG0017684	0	0	0	0	0	0	0	0	0	0	0	1	3
OG0017685	0	0	0	0	0	0	0	0	0	0	0	3	1
OG0017686	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0017687	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0017688	0	0	0	0	0	0	0	0	0	0	0	0	4
OG0017689	1	0	1	0	0	0	0	0	1	0	0	0	0
OG0017690	2	0	1	0	0	0	0	0	0	0	0	0	0
OG0017691	1	0	1	0	0	0	0	0	1	0	0	0	0
OG0017692	1	0	2	0	0	0	0	0	0	0	0	0	0
OG0017693	1	1	0	1	0	0	0	0	0	0	0	0	0
OG0017694	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017695	2	0	0	0	0	1	0	0	0	0	0	0	0
OG0017696	2	0	0	0	0	0	0	1	0	0	0	0	0
OG0017697	1	0	1	0	0	0	0	0	0	0	0	1	0
OG0017698	1	0	1	0	0	0	0	0	0	0	0	1	0
OG0017699	1	0	0	0	0	0	0	0	2	0	0	0	0
OG0017700	2	0	0	0	0	0	0	0	0	0	0	1	0
OG0017701	1	0	0	0	1	0	0	0	0	0	0	0	1
OG0017702	1	0	1	0	0	0	0	0	0	0	0	0	1
OG0017703	1	0	1	0	0	0	0	0	1	0	0	0	0
OG0017704	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017705	1	0	0	0	0	1	0	1	0	0	0	0	0
OG0017706	1	0	1	0	0	0	0	0	0	0	0	0	1
OG0017707	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017708	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017709	2	0	1	0	0	0	0	0	0	0	0	0	0
OG0017710	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017711	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017712	2	0	1	0	0	0	0	0	0	0	0	0	0
OG0017713	1	0	1	0	0	0	0	0	1	0	0	0	0
OG0017714	1	0	0	2	0	0	0	0	0	0	0	0	0
OG0017715	1	0	1	0	0	0	0	0	1	0	0	0	0
OG0017716	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017717	1	0	1	1	0	0	0	0	0	0	0	0	0
OG0017718	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017719	1	0	0	0	0	0	1	1	0	0	0	0	0
OG0017720	2	0	0	0	0	0	1	0	0	0	0	0	0
OG0017721	2	0	1	0	0	0	0	0	0	0	0	0	0
OG0017722	2	0	0	0	0	0	0	0	0	0	1	0	0
OG0017723	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017724	2	0	0	0	0	0	0	0	0	0	0	0	1
OG0017725	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017726	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017727	1	0	0	1	0	1	0	0	0	0	0	0	0
OG0017728	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017729	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017730	2	0	1	0	0	0	0	0	0	0	0	0	0
OG0017731	2	0	1	0	0	0	0	0	0	0	0	0	0
OG0017732	1	1	0	0	0	0	1	0	0	0	0	0	0
OG0017733	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017734	1	0	1	0	0	0	0	0	0	0	0	1	0
OG0017735	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017736	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017737	1	0	1	0	0	0	0	0	0	0	0	0	1
OG0017738	1	0	0	0	0	0	0	0	1	0	0	1	0
OG0017739	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017740	2	0	0	0	0	0	0	0	1	0	0	0	0
OG0017741	1	0	1	0	0	0	0	0	1	0	0	0	0
OG0017742	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017743	1	0	2	0	0	0	0	0	0	0	0	0	0
OG0017744	1	0	0	0	0	0	0	1	0	0	0	1	0
OG0017745	1	0	0	0	0	0	0	0	1	0	0	1	0
OG0017746	2	0	0	0	0	0	0	0	0	0	0	0	1
OG0017747	1	0	0	0	0	0	0	0	0	0	0	1	1
OG0017748	1	0	1	1	0	0	0	0	0	0	0	0	0
OG0017749	1	0	0	0	0	1	0	0	0	0	0	1	0
OG0017750	2	0	1	0	0	0	0	0	0	0	0	0	0
OG0017751	1	0	2	0	0	0	0	0	0	0	0	0	0
OG0017752	1	0	0	0	0	0	0	0	1	1	0	0	0
OG0017753	2	0	0	0	0	0	0	0	0	0	0	1	0
OG0017754	1	0	0	0	0	0	0	0	0	0	0	1	1
OG0017755	1	0	0	0	0	1	0	0	0	0	0	0	1
OG0017756	1	0	0	0	0	0	1	0	0	0	0	1	0
OG0017757	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017758	1	1	0	1	0	0	0	0	0	0	0	0	0
OG0017759	1	0	1	0	0	0	0	0	0	0	0	1	0
OG0017760	2	0	0	0	0	0	0	1	0	0	0	0	0
OG0017761	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017762	1	0	0	0	0	0	0	0	0	0	0	1	1
OG0017763	1	0	0	0	0	0	0	0	1	0	0	1	0
OG0017764	1	0	0	0	0	0	0	0	0	0	0	1	1
OG0017765	1	0	0	0	0	0	0	0	2	0	0	0	0
OG0017766	1	1	0	0	0	0	1	0	0	0	0	0	0
OG0017767	1	0	1	0	0	0	0	0	0	0	0	1	0
OG0017768	2	0	0	0	0	0	0	0	0	0	0	1	0
OG0017769	1	0	0	0	0	0	0	0	0	0	0	1	1
OG0017770	2	0	0	0	0	0	0	0	0	0	0	1	0
OG0017771	1	0	1	0	0	0	0	0	1	0	0	0	0
OG0017772	2	0	0	0	0	0	0	0	1	0	0	0	0
OG0017773	1	0	0	0	0	2	0	0	0	0	0	0	0
OG0017774	1	0	0	0	0	1	0	1	0	0	0	0	0
OG0017775	1	0	0	1	0	0	0	0	0	0	0	0	1
OG0017776	2	0	1	0	0	0	0	0	0	0	0	0	0
OG0017777	1	0	0	0	0	0	0	1	0	0	0	1	0
OG0017778	1	0	0	0	0	1	0	1	0	0	0	0	0
OG0017779	1	0	0	0	0	0	0	1	0	0	1	0	0
OG0017780	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017781	2	0	1	0	0	0	0	0	0	0	0	0	0
OG0017782	1	1	0	0	0	0	1	0	0	0	0	0	0
OG0017783	1	0	0	0	0	0	0	1	0	0	0	1	0
OG0017784	1	0	0	0	0	0	0	0	1	1	0	0	0
OG0017785	2	0	1	0	0	0	0	0	0	0	0	0	0
OG0017786	2	0	0	0	0	0	0	0	0	1	0	0	0
OG0017787	1	0	0	0	0	0	0	0	1	0	0	1	0
OG0017788	2	0	0	0	0	0	0	0	0	0	0	1	0
OG0017789	1	0	0	0	0	1	0	1	0	0	0	0	0
OG0017790	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017791	1	0	2	0	0	0	0	0	0	0	0	0	0
OG0017792	1	0	0	0	0	0	0	0	0	1	0	1	0
OG0017793	1	0	0	0	0	0	1	0	0	0	0	1	0
OG0017794	1	0	0	0	0	0	1	0	1	0	0	0	0
OG0017795	1	0	1	0	0	0	0	0	0	0	0	0	1
OG0017796	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017797	2	0	0	0	0	0	0	0	0	0	0	1	0
OG0017798	1	0	0	0	0	0	0	0	1	0	1	0	0
OG0017799	1	0	2	0	0	0	0	0	0	0	0	0	0
OG0017800	2	0	0	0	0	0	0	0	0	0	0	1	0
OG0017801	2	0	0	0	0	0	1	0	0	0	0	0	0
OG0017802	1	0	0	0	0	0	0	0	2	0	0	0	0
OG0017803	1	0	0	0	0	0	1	1	0	0	0	0	0
OG0017804	1	0	0	0	0	0	0	0	0	0	0	1	1
OG0017805	3	0	0	0	0	0	0	0	0	0	0	0	0
OG0017806	1	0	1	0	1	0	0	0	0	0	0	0	0
OG0017807	1	0	0	0	0	0	0	0	1	0	1	0	0
OG0017808	1	0	0	0	0	0	0	0	1	1	0	0	0
OG0017809	1	0	0	0	0	0	0	0	1	0	1	0	0
OG0017810	1	0	0	0	0	0	0	0	0	0	0	1	1
OG0017811	1	0	2	0	0	0	0	0	0	0	0	0	0
OG0017812	1	0	0	0	0	1	0	1	0	0	0	0	0
OG0017813	1	0	0	0	0	1	0	1	0	0	0	0	0
OG0017814	1	0	0	0	0	0	0	0	0	0	0	1	1
