elegans_gene_id,prot_length,file,elegans_gene_id,Your Input,Public Name
F59F4.3,338,2051.fa,F59F4.3,F59F4.3,F59F4.3
T01B7.4,183,2052.fa,T01B7.4,T01B7.4,cyn-11
T10B10.7,303,2053.fa,T10B10.7,T10B10.7,ocr-3
M88.7,131,2054.fa,M88.7,M88.7,cisd-3.1
C55B6.1,124,2055.fa,C55B6.1,C55B6.1,C55B6.1
C08C3.1,141,2056.fa,C08C3.1,C08C3.1,egl-5
T07C4.5,130,2057.fa,T07C4.5,T07C4.5,ttr-15
T12D8.3,272,2058.fa,T12D8.3,T12D8.3,acbp-5
F08G12.11,39,2059.fa,F08G12.11,F08G12.11,F08G12.11
F42E11.2,480,205.fa,F42E11.2,F42E11.2,ttyh-1
T01B6.3,432,2060.fa,T01B6.3,T01B6.3,aakg-4
T15B7.15,184,2061.fa,T15B7.15,T15B7.15,T15B7.15
R03E9.3,577,2062.fa,R03E9.3,R03E9.3,abts-4
R07E3.1,380,2063.fa,R07E3.1,R07E3.1,R07E3.1
T24D5.2,355,2064.fa,T24D5.2,T24D5.2,T24D5.2
Y48G8AR.1,241,2065.fa,Y48G8AR.1,Y48G8AR.1,grh-1
Y47A7.1,1048,2066.fa,Y47A7.1,Y47A7.1,ttc-37
Y113G7A.14,41,2067.fa,Y113G7A.14,Y113G7A.14,Y113G7A.14
T14E8.1,712,2068.fa,T14E8.1,T14E8.1,svh-2
F58A4.7,352,2069.fa,F58A4.7,F58A4.7,hlh-11
F42H10.6,149,206.fa,F42H10.6,F42H10.6,F42H10.6
T03G11.4,568,2070.fa,T03G11.4,T03G11.4,mans-3
T08A9.1,1165,2071.fa,T08A9.1,T08A9.1,epg-7
Y75B7AL.2,267,2072.fa,Y75B7AL.2,Y75B7AL.2,Y75B7AL.2
R06C1.3,439,2073.fa,R06C1.3,R06C1.3,wve-1
Y41D4A.6,400,2074.fa,Y41D4A.6,Y41D4A.6,Y41D4A.6
C46F2.1,153,2075.fa,C46F2.1,C46F2.1,C46F2.1
Y38F2AR.2,178,2076.fa,Y38F2AR.2,Y38F2AR.2,trap-3
K04A8.5,350,2077.fa,K04A8.5,K04A8.5,lipl-4
F57A8.4,255,2078.fa,F57A8.4,F57A8.4,npr-39
B0361.4,182,2079.fa,B0361.4,B0361.4,B0361.4
T24A11.3,316,207.fa,T24A11.3,T24A11.3,toh-1
C34E7.3,220,2080.fa,C34E7.3,C34E7.3,C34E7.3
R08D7.6,713,2081.fa,R08D7.6,R08D7.6,pde-2
T20B5.3,828,2082.fa,T20B5.3,T20B5.3,oga-1
W06D4.1,420,2083.fa,W06D4.1,W06D4.1,hgo-1
T01B6.1,173,2084.fa,T01B6.1,T01B6.1,T01B6.1
F53A3.7,114,2085.fa,F53A3.7,F53A3.7,F53A3.7
R102.6,132,2086.fa,R102.6,R102.6,R102.6
T10H10.1,2002,2087.fa,T10H10.1,T10H10.1,hum-6
B0432.4,200,2088.fa,B0432.4,B0432.4,misc-1
C13A10.1,203,2089.fa,C13A10.1,C13A10.1,C13A10.1
C33G3.1,661,208.fa,C33G3.1,C33G3.1,dyc-1
F48F7.4,371,2090.fa,F48F7.4,F48F7.4,pqn-39
F40F8.11,366,2091.fa,F40F8.11,F40F8.11,F40F8.11
C07A12.1,287,2092.fa,C07A12.1,C07A12.1,ham-2
C31H2.1,625,2093.fa,C31H2.1,C31H2.1,tbc-7
Y79H2A.6,349,2094.fa,Y79H2A.6,Y79H2A.6,arx-3
Y92H12A.4,615,2095.fa,Y92H12A.4,Y92H12A.4,ints-3
F08F1.7,525,2096.fa,F08F1.7,F08F1.7,tag-123
Y7A5A.1,517,2097.fa,Y7A5A.1,Y7A5A.1,Y7A5A.1
C23G10.2,120,2098.fa,C23G10.2,C23G10.2,C23G10.2
C04F6.3,586,2099.fa,C04F6.3,C04F6.3,cht-1
R05D3.7,801,209.fa,R05D3.7,R05D3.7,unc-116
D1054.2,200,20.fa,D1054.2,D1054.2,pas-2
F56E3.4,267,2100.fa,F56E3.4,F56E3.4,fax-1
ZC21.2,806,2101.fa,ZC21.2,ZC21.2,trp-1
F25B4.7,171,2102.fa,F25B4.7,F25B4.7,F25B4.7
F17H10.3,476,2103.fa,F17H10.3,F17H10.3,snx-17
F22E10.5,232,2104.fa,F22E10.5,F22E10.5,cept-1
C28H8.1,142,2105.fa,C28H8.1,C28H8.1,bcl-7
Y53F4B.18,535,2106.fa,Y53F4B.18,Y53F4B.18,Y53F4B.18
Y60A3A.8,29,2107.fa,Y60A3A.8,Y60A3A.8,Y60A3A.8
Y92H12BR.2,150,2108.fa,Y92H12BR.2,Y92H12BR.2,Y92H12BR.2
Y69E1A.5,172,2109.fa,Y69E1A.5,Y69E1A.5,Y69E1A.5
F29G9.2,284,210.fa,F29G9.2,F29G9.2,picc-1
C25G6.2,233,2110.fa,C25G6.2,C25G6.2,tsp-9
C41C4.5,614,2111.fa,C41C4.5,C41C4.5,unc-105
Y43F8A.5,276,2112.fa,Y43F8A.5,Y43F8A.5,slcr-46.2
F26F4.7,659,2113.fa,F26F4.7,F26F4.7,nhl-2
Y41G9A.10,157,2114.fa,Y41G9A.10,Y41G9A.10,Y41G9A.10
F31D4.2,315,2115.fa,F31D4.2,F31D4.2,F31D4.2
T28D9.3,299,2116.fa,T28D9.3,T28D9.3,plpp-1.2
F54D5.11,73,2117.fa,F54D5.11,F54D5.11,gtf-2E2
T10H10.2,573,2118.fa,T10H10.2,T10H10.2,T10H10.2
T07A5.6,107,2119.fa,T07A5.6,T07A5.6,unc-69
E04A4.4,741,211.fa,E04A4.4,E04A4.4,hoe-1
F58E6.11,36,2120.fa,F58E6.11,F58E6.11,F58E6.11
C07D10.2,381,2121.fa,C07D10.2,C07D10.2,bath-44
C16H3.1,136,2122.fa,C16H3.1,C16H3.1,ncs-7
Y71G10AR.4,114,2123.fa,Y71G10AR.4,Y71G10AR.4,Y71G10AR.4
C27C12.4,378,2124.fa,C27C12.4,C27C12.4,C27C12.4
F54H12.7,76,2125.fa,F54H12.7,F54H12.7,F54H12.7
C05B5.8,64,2126.fa,C05B5.8,C05B5.8,C05B5.8
C16D9.1,269,2127.fa,C16D9.1,C16D9.1,C16D9.1
T07C4.11,201,2128.fa,T07C4.11,T07C4.11,jmjd-4
F13D2.1,840,2129.fa,F13D2.1,F13D2.1,F13D2.1
C47D2.1,107,212.fa,C47D2.1,C47D2.1,C47D2.1
F52B10.3,210,2130.fa,F52B10.3,F52B10.3,F52B10.3
F12D9.1,197,2131.fa,F12D9.1,F12D9.1,stg-2
F08F1.1,407,2132.fa,F08F1.1,F08F1.1,kin-9
R07E3.6,473,2133.fa,R07E3.6,R07E3.6,R07E3.6
D1022.1,142,2134.fa,D1022.1,D1022.1,ubc-6
C48B4.1,659,2135.fa,C48B4.1,C48B4.1,acox-1.5
C11H1.4,437,2136.fa,C11H1.4,C11H1.4,prx-1
C07A9.3,593,2137.fa,C07A9.3,C07A9.3,tlk-1
C18A3.1,123,2138.fa,C18A3.1,C18A3.1,damt-1
Y71H2AM.13,459,2139.fa,Y71H2AM.13,Y71H2AM.13,cest-25
T22B3.1,334,213.fa,T22B3.1,T22B3.1,dpy-20
F39C12.4,95,2140.fa,F39C12.4,F39C12.4,ntc-1
Y57G7A.1,28,2141.fa,Y57G7A.1,Y57G7A.1,Y57G7A.1
F53G12.10,183,2142.fa,F53G12.10,F53G12.10,rpl-7
ZK816.1,70,2143.fa,ZK816.1,ZK816.1,ZK816.1
C17G1.7,336,2144.fa,C17G1.7,C17G1.7,cysl-1
D2013.5,758,2145.fa,D2013.5,D2013.5,eat-3
R06A10.2,290,2146.fa,R06A10.2,R06A10.2,gsa-1
F45G2.1,202,2147.fa,F45G2.1,F45G2.1,nas-1
ZK370.5,363,2148.fa,ZK370.5,ZK370.5,pdhk-2
C04C3.3,352,2149.fa,C04C3.3,C04C3.3,pdhb-1
F46C8.8,254,214.fa,F46C8.8,F46C8.8,F46C8.8
Y57A10A.20,563,2150.fa,Y57A10A.20,Y57A10A.20,sinh-1
R12H7.2,267,2151.fa,R12H7.2,R12H7.2,asp-4
H28G03.1,277,2152.fa,H28G03.1,H28G03.1,hrpa-2
Y57G11B.97,89,2153.fa,Y57G11B.97,Y57G11B.97,glb-34
F21G4.1,640,2154.fa,F21G4.1,F21G4.1,F21G4.1
C30G12.2,198,2155.fa,C30G12.2,C30G12.2,C30G12.2
ZK377.1,500,2156.fa,ZK377.1,ZK377.1,wrt-6
F40E10.3,417,2157.fa,F40E10.3,F40E10.3,csq-1
F15B10.1,110,2158.fa,F15B10.1,F15B10.1,nstp-2
F47B10.7,116,2159.fa,F47B10.7,F47B10.7,acbp-3
K02A4.1,407,215.fa,K02A4.1,K02A4.1,bcat-1
F15B9.10,355,2160.fa,F15B9.10,F15B9.10,F15B9.10
ZK563.1,561,2161.fa,ZK563.1,ZK563.1,slcf-2
C02F12.3,101,2162.fa,C02F12.3,C02F12.3,snet-1
W09D10.2,1393,2163.fa,W09D10.2,W09D10.2,tat-3
W06E11.1,321,2164.fa,W06E11.1,W06E11.1,W06E11.1
Y62E10A.12,102,2165.fa,Y62E10A.12,Y62E10A.12,lsm-3
T20G5.2,463,2166.fa,T20G5.2,T20G5.2,cts-1
F08F1.8,112,2167.fa,F08F1.8,F08F1.8,tth-1
C09E10.2,616,2168.fa,C09E10.2,C09E10.2,dgk-1
K02D7.4,293,2169.fa,K02D7.4,K02D7.4,dsc-4
C14C10.2,89,216.fa,C14C10.2,C14C10.2,C14C10.2
F59B1.2,123,2170.fa,F59B1.2,F59B1.2,F59B1.2
C05A9.2,164,2171.fa,C05A9.2,C05A9.2,C05A9.2
Y46E12BL.1,29,2172.fa,Y46E12BL.1,Y46E12BL.1,tig-3
F49E12.6,405,2173.fa,F49E12.6,F49E12.6,efl-3
Y45F10D.7,610,2174.fa,Y45F10D.7,Y45F10D.7,Y45F10D.7
T01D3.2,299,2175.fa,T01D3.2,T01D3.2,hlh-34
C45E5.4,74,2176.fa,C45E5.4,C45E5.4,cpg-18
Y106G6E.5,259,2177.fa,Y106G6E.5,Y106G6E.5,ced-12
F45E6.4,314,2178.fa,F45E6.4,F45E6.4,lips-1
B0416.3,208,2179.fa,B0416.3,B0416.3,B0416.3
C01G6.3,384,217.fa,C01G6.3,C01G6.3,C01G6.3
F22B7.6,478,2180.fa,F22B7.6,F22B7.6,polk-1
F54D5.12,91,2181.fa,F54D5.12,F54D5.12,dhgd-1
F22B3.8,351,2182.fa,F22B3.8,F22B3.8,F22B3.8
F41E7.3,313,2183.fa,F41E7.3,F41E7.3,npr-6
C25F6.3,1013,2184.fa,C25F6.3,C25F6.3,dpyd-1
F59B10.4,196,2185.fa,F59B10.4,F59B10.4,F59B10.4
H22D07.1,418,2186.fa,H22D07.1,H22D07.1,gnrr-5
F20D1.9,230,2187.fa,F20D1.9,F20D1.9,slc-25A18.1
F54G2.1,1034,2188.fa,F54G2.1,F54G2.1,F54G2.1
ZC404.1,114,2189.fa,ZC404.1,ZC404.1,ZC404.1
C51F7.1,809,218.fa,C51F7.1,C51F7.1,frm-7
ZK899.2,451,2190.fa,ZK899.2,ZK899.2,ZK899.2
C27H6.3,121,2191.fa,C27H6.3,C27H6.3,tofu-1
T22B2.6,168,2192.fa,T22B2.6,T22B2.6,idpp-9
F13E6.5,282,2193.fa,F13E6.5,F13E6.5,plpp-1.3
T21C12.3,103,2194.fa,T21C12.3,T21C12.3,nlp-68
F59E12.10,138,2195.fa,F59E12.10,F59E12.10,ddl-1
C40H1.4,291,2196.fa,C40H1.4,C40H1.4,elo-4
K10H10.1,384,2197.fa,K10H10.1,K10H10.1,vnut-1
R53.5,178,2198.fa,R53.5,R53.5,R53.5
C02F5.3,274,2199.fa,C02F5.3,C02F5.3,C02F5.3
C27D11.1,706,219.fa,C27D11.1,C27D11.1,egl-45
F22G12.4,618,21.fa,F22G12.4,F22G12.4,F22G12.4
Y71H2B.2,181,2200.fa,Y71H2B.2,Y71H2B.2,Y71H2B.2
D2007.2,158,2201.fa,D2007.2,D2007.2,D2007.2
R10E11.3,345,2202.fa,R10E11.3,R10E11.3,usp-46
K08B12.5,1076,2203.fa,K08B12.5,K08B12.5,mrck-1
M106.4,703,2204.fa,M106.4,M106.4,gmps-1
C08B6.7,512,2205.fa,C08B6.7,C08B6.7,wdr-20
F26F4.12,162,2206.fa,F26F4.12,F26F4.12,F26F4.12
F49E10.1,581,2207.fa,F49E10.1,F49E10.1,tbc-16
C47A10.1,1214,2208.fa,C47A10.1,C47A10.1,pgp-9
Y113G7B.17,290,2209.fa,Y113G7B.17,Y113G7B.17,prmt-1
Y77E11A.12,188,220.fa,Y77E11A.12,Y77E11A.12,Y77E11A.12
F35B3.4,227,2210.fa,F35B3.4,F35B3.4,F35B3.4
R03E9.4,518,2211.fa,R03E9.4,R03E9.4,irk-1
F36H1.1,128,2212.fa,F36H1.1,F36H1.1,fkb-1
F15D4.1,210,2213.fa,F15D4.1,F15D4.1,btf-1
T07D4.1,177,2214.fa,T07D4.1,T07D4.1,npr-20
F09F9.3,89,2215.fa,F09F9.3,F09F9.3,F09F9.3
B0563.2,245,2216.fa,B0563.2,B0563.2,tsp-11
F36H9.5,262,2217.fa,F36H9.5,F36H9.5,F36H9.5
B0365.3,978,2218.fa,B0365.3,B0365.3,eat-6
Y39A1A.6,255,2219.fa,Y39A1A.6,Y39A1A.6,mrpl-22
C50C3.9,808,221.fa,C50C3.9,C50C3.9,unc-36
R53.6,194,2220.fa,R53.6,R53.6,psf-1
ZK688.3,144,2221.fa,ZK688.3,ZK688.3,fahd-1
F41D9.5,549,2222.fa,F41D9.5,F41D9.5,sulp-3
C30B5.4,231,2223.fa,C30B5.4,C30B5.4,rbmx-2
K02G10.3,378,2224.fa,K02G10.3,K02G10.3,tmem-135
W07A12.8,131,2225.fa,W07A12.8,W07A12.8,W07A12.8
C35D10.4,464,2226.fa,C35D10.4,C35D10.4,coq-8
E01G4.4,2,2227.fa,E01G4.4,E01G4.4,pqn-27
F56F3.1,583,2228.fa,F56F3.1,F56F3.1,ifet-1
Y54E10A.2,151,2229.fa,Y54E10A.2,Y54E10A.2,cogc-1
F25B4.5,551,222.fa,F25B4.5,F25B4.5,prp-39
B0464.9,361,2230.fa,B0464.9,B0464.9,B0464.9
ZK520.2,237,2231.fa,ZK520.2,ZK520.2,sid-2
T28H10.2,218,2232.fa,T28H10.2,T28H10.2,T28H10.2
M60.7,440,2233.fa,M60.7,M60.7,M60.7
R13H4.5,323,2234.fa,R13H4.5,R13H4.5,R13H4.5
C02C6.3,282,2235.fa,C02C6.3,C02C6.3,lron-3
F10D7.2,389,2236.fa,F10D7.2,F10D7.2,mfsd-10
C40C9.5,710,2237.fa,C40C9.5,C40C9.5,nlg-1
Y67D2.2,370,2238.fa,Y67D2.2,Y67D2.2,Y67D2.2
C51E3.7,652,2239.fa,C51E3.7,C51E3.7,egl-3
C17E4.6,235,223.fa,C17E4.6,C17E4.6,C17E4.6
T12D8.10,91,2240.fa,T12D8.10,T12D8.10,T12D8.10
ZK121.1,81,2241.fa,ZK121.1,ZK121.1,glrx-21
ZC247.3,271,2242.fa,ZC247.3,ZC247.3,lin-11
Y45F3A.3,548,2243.fa,Y45F3A.3,Y45F3A.3,acdh-11
F20D1.6,857,2244.fa,F20D1.6,F20D1.6,rbg-1
R01H10.1,513,2245.fa,R01H10.1,R01H10.1,div-1
R12A1.4,394,2246.fa,R12A1.4,R12A1.4,ges-1
F53H8.4,333,2247.fa,F53H8.4,F53H8.4,sms-2
F58B4.4,110,2248.fa,F58B4.4,F58B4.4,scvp-1
ZK1236.5,121,2249.fa,ZK1236.5,ZK1236.5,ZK1236.5
T25B6.4,95,224.fa,T25B6.4,T25B6.4,T25B6.4
C03A3.3,216,2250.fa,C03A3.3,C03A3.3,C03A3.3
T08A9.7,80,2251.fa,T08A9.7,T08A9.7,spp-3
T10B5.4,166,2252.fa,T10B5.4,T10B5.4,T10B5.4
F25B4.2,453,2253.fa,F25B4.2,F25B4.2,peli-1
C33D12.6,361,2254.fa,C33D12.6,C33D12.6,rsef-1
F54G8.3,669,2255.fa,F54G8.3,F54G8.3,ina-1
T26G10.1,408,2256.fa,T26G10.1,T26G10.1,T26G10.1
ZK1290.12,482,2257.fa,ZK1290.12,ZK1290.12,wrt-1
R155.1,469,2258.fa,R155.1,R155.1,mboa-6
C39E9.11,388,2259.fa,C39E9.11,C39E9.11,prcc-1
F37H8.5,258,225.fa,F37H8.5,F37H8.5,F37H8.5
Y47D3B.1,260,2260.fa,Y47D3B.1,Y47D3B.1,subs-4
ZK328.4,438,2261.fa,ZK328.4,ZK328.4,gcna-1
R03E9.1,276,2262.fa,R03E9.1,R03E9.1,mdl-1
T23F4.4,184,2263.fa,T23F4.4,T23F4.4,nas-27
C26D10.4,282,2264.fa,C26D10.4,C26D10.4,C26D10.4
M110.3,123,2265.fa,M110.3,M110.3,M110.3
C08H9.2,1180,2266.fa,C08H9.2,C08H9.2,vgln-1
T27B1.2,405,2267.fa,T27B1.2,T27B1.2,pat-9
T06D8.8,238,2268.fa,T06D8.8,T06D8.8,rpn-9
C27D8.2,377,2269.fa,C27D8.2,C27D8.2,C27D8.2
T08B1.2,216,226.fa,T08B1.2,T08B1.2,tnt-4
T01B7.6,630,2270.fa,T01B7.6,T01B7.6,trcs-2
Y26E6A.3,168,2271.fa,Y26E6A.3,Y26E6A.3,Y26E6A.3
C06G8.2,747,2272.fa,C06G8.2,C06G8.2,pept-2
VB0395L.1,263,2273.fa,VB0395L.1,VB0395L.1,VB0395L.1
T19C3.4,103,2274.fa,T19C3.4,T19C3.4,T19C3.4
F58D5.1,527,2275.fa,F58D5.1,F58D5.1,hrpr-1
Y39B6A.2,140,2276.fa,Y39B6A.2,Y39B6A.2,pph-5
Y46H3A.7,285,2277.fa,Y46H3A.7,Y46H3A.7,mrpl-39
Y57E12AL.6,126,2278.fa,Y57E12AL.6,Y57E12AL.6,Y57E12AL.6
C16A11.8,156,2279.fa,C16A11.8,C16A11.8,clec-135
F53C11.4,504,227.fa,F53C11.4,F53C11.4,F53C11.4
H05G16.1,827,2280.fa,H05G16.1,H05G16.1,frm-3
F46H5.4,1975,2281.fa,F46H5.4,F46H5.4,F46H5.4
C28H8.11,403,2282.fa,C28H8.11,C28H8.11,tdo-2
F34H10.3,214,2283.fa,F34H10.3,F34H10.3,F34H10.3
C40H5.5,169,2284.fa,C40H5.5,C40H5.5,ttx-3
DY3.5,131,2285.fa,DY3.5,DY3.5,pqn-26
C45B2.6,744,2286.fa,C45B2.6,C45B2.6,C45B2.6
T04D1.3,227,2287.fa,T04D1.3,T04D1.3,unc-57
C02C2.3,283,2288.fa,C02C2.3,C02C2.3,cup-4
C25B8.6,428,2289.fa,C25B8.6,C25B8.6,nhr-120
K01A2.10,240,228.fa,K01A2.10,K01A2.10,K01A2.10
C31H2.3,133,2290.fa,C31H2.3,C31H2.3,C31H2.3
R01H2.5,315,2291.fa,R01H2.5,R01H2.5,ger-1
F58G6.1,189,2292.fa,F58G6.1,F58G6.1,amph-1
K04H4.6,361,2293.fa,K04H4.6,K04H4.6,crn-6
Y56A3A.19,131,2294.fa,Y56A3A.19,Y56A3A.19,ndab-1
Y39A1C.2,1019,2295.fa,Y39A1C.2,Y39A1C.2,oxi-1
C05E4.9,800,2296.fa,C05E4.9,C05E4.9,icl-1
Y32G9A.8,295,2297.fa,Y32G9A.8,Y32G9A.8,zig-11
T02G5.9,566,2298.fa,T02G5.9,T02G5.9,kars-1
R05H10.6,949,2299.fa,R05H10.6,R05H10.6,cdh-7
Y71H2AM.10,907,229.fa,Y71H2AM.10,Y71H2AM.10,tmem-132
F48B9.8,236,22.fa,F48B9.8,F48B9.8,F48B9.8
C33F10.2,283,2300.fa,C33F10.2,C33F10.2,tbck-1
F45E1.1,87,2301.fa,F45E1.1,F45E1.1,F45E1.1
C14F5.4,276,2302.fa,C14F5.4,C14F5.4,sfxn-2
ZK632.6,596,2303.fa,ZK632.6,ZK632.6,cnx-1
F31D4.5,396,2304.fa,F31D4.5,F31D4.5,F31D4.5
C01G10.8,342,2305.fa,C01G10.8,C01G10.8,ahsa-1
Y54G2A.75,142,2306.fa,Y54G2A.75,Y54G2A.75,dib-1
Y53H1B.1,182,2307.fa,Y53H1B.1,Y53H1B.1,cutl-10
W06B11.4,191,2308.fa,W06B11.4,W06B11.4,hog-1
T05H4.7,438,2309.fa,T05H4.7,T05H4.7,cht-6
C50C3.5,171,230.fa,C50C3.5,C50C3.5,C50C3.5
ZK1290.2,479,2310.fa,ZK1290.2,ZK1290.2,tph-1
W01B11.3,422,2311.fa,W01B11.3,W01B11.3,nol-58
T12D8.9,76,2312.fa,T12D8.9,T12D8.9,T12D8.9
F55D10.5,496,2313.fa,F55D10.5,F55D10.5,acc-3
K10B3.5,298,2314.fa,K10B3.5,K10B3.5,K10B3.5
T27A1.5,302,2315.fa,T27A1.5,T27A1.5,slc-36.2
R03G5.6,83,2316.fa,R03G5.6,R03G5.6,R03G5.6
B0403.5,319,2317.fa,B0403.5,B0403.5,B0403.5
F48F7.3,58,2318.fa,F48F7.3,F48F7.3,F48F7.3
M03C11.1,370,2319.fa,M03C11.1,M03C11.1,M03C11.1
H28O16.1,355,231.fa,H28O16.1,H28O16.1,atp-1
W07A12.4,379,2320.fa,W07A12.4,W07A12.4,W07A12.4
C35B8.2,819,2321.fa,C35B8.2,C35B8.2,vav-1
ZK287.3,85,2322.fa,ZK287.3,ZK287.3,nlp-73
Y48A6B.7,109,2323.fa,Y48A6B.7,Y48A6B.7,Y48A6B.7
K11G12.1,393,2324.fa,K11G12.1,K11G12.1,nas-11
Y76A2B.5,135,2325.fa,Y76A2B.5,Y76A2B.5,Y76A2B.5
F53B1.4,342,2326.fa,F53B1.4,F53B1.4,bus-5
F32A5.5,274,2327.fa,F32A5.5,F32A5.5,aqp-1
C17G1.6,683,2328.fa,C17G1.6,C17G1.6,nas-37
F17H10.2,251,2329.fa,F17H10.2,F17H10.2,F17H10.2
T09F3.5,405,232.fa,T09F3.5,T09F3.5,T09F3.5
C16H3.2,140,2330.fa,C16H3.2,C16H3.2,lec-9
ZK675.4,195,2331.fa,ZK675.4,ZK675.4,ZK675.4
F16F9.1,156,2332.fa,F16F9.1,F16F9.1,F16F9.1
F46C5.6,382,2333.fa,F46C5.6,F46C5.6,F46C5.6
C48A7.1,163,2334.fa,C48A7.1,C48A7.1,egl-19
B0457.2,212,2335.fa,B0457.2,B0457.2,B0457.2
ZK1127.5,376,2336.fa,ZK1127.5,ZK1127.5,ZK1127.5
C18D11.3,109,2337.fa,C18D11.3,C18D11.3,C18D11.3
C43F9.6,173,2338.fa,C43F9.6,C43F9.6,nkb-2
K04G2.4,23,2339.fa,K04G2.4,K04G2.4,K04G2.4
ZK1248.16,314,233.fa,ZK1248.16,ZK1248.16,lec-5
C25G6.1,102,2340.fa,C25G6.1,C25G6.1,C25G6.1
C26F1.4,60,2341.fa,C26F1.4,C26F1.4,rps-30
Y57G11C.46,244,2342.fa,Y57G11C.46,Y57G11C.46,Y57G11C.46
F37H8.1,193,2343.fa,F37H8.1,F37H8.1,lir-3
F21G4.3,125,2344.fa,F21G4.3,F21G4.3,F21G4.3
T26A5.6,496,2345.fa,T26A5.6,T26A5.6,T26A5.6
F15A2.6,561,2346.fa,F15A2.6,F15A2.6,sad-1
C44H4.5,328,2347.fa,C44H4.5,C44H4.5,tap-1
F20D1.1,166,2348.fa,F20D1.1,F20D1.1,flwr-1
T08A9.3,198,2349.fa,T08A9.3,T08A9.3,sng-1
T09B4.6,71,234.fa,T09B4.6,T09B4.6,T09B4.6
E01G4.6,765,2350.fa,E01G4.6,E01G4.6,E01G4.6
C54E4.1,149,2351.fa,C54E4.1,C54E4.1,C54E4.1
F31B9.1,338,2352.fa,F31B9.1,F31B9.1,npr-33
ZC97.1,171,2353.fa,ZC97.1,ZC97.1,mtx-2
F53B3.3,619,2354.fa,F53B3.3,F53B3.3,F53B3.3
H17B01.4,401,2355.fa,H17B01.4,H17B01.4,emc-1
C27C12.6,178,2356.fa,C27C12.6,C27C12.6,dmd-4
ZK816.4,144,2357.fa,ZK816.4,ZK816.4,nspg-4
C24G6.7,261,2358.fa,C24G6.7,C24G6.7,grl-1
C25F6.4,761,2359.fa,C25F6.4,C25F6.4,ddr-1
F47B10.2,598,235.fa,F47B10.2,F47B10.2,haly-1
F35C8.7,769,2360.fa,F35C8.7,F35C8.7,chtl-1
T07F12.3,428,2361.fa,T07F12.3,T07F12.3,arrd-23
C30B5.1,520,2362.fa,C30B5.1,C30B5.1,szy-4
C09E8.2,132,2363.fa,C09E8.2,C09E8.2,lips-7
ZK757.4,288,2364.fa,ZK757.4,ZK757.4,dhhc-4
T04C10.4,146,2365.fa,T04C10.4,T04C10.4,atf-4
H25P06.1,340,2366.fa,H25P06.1,H25P06.1,hxk-2
K11D12.2,226,2367.fa,K11D12.2,K11D12.2,pqn-51
C24B5.2,212,2368.fa,C24B5.2,C24B5.2,spas-1
ZK669.4,426,2369.fa,ZK669.4,ZK669.4,dbt-1
F54C9.14,76,236.fa,F54C9.14,F54C9.14,F54C9.14
C54E10.2,4,2370.fa,C54E10.2,C54E10.2,ncs-5
R13A5.12,480,2371.fa,R13A5.12,R13A5.12,lpd-7
R09H10.6,58,2372.fa,R09H10.6,R09H10.6,R09H10.6
C34F6.7,289,2373.fa,C34F6.7,C34F6.7,C34F6.7
C09D8.1,931,2374.fa,C09D8.1,C09D8.1,ptp-3
ZK1290.8,200,2375.fa,ZK1290.8,ZK1290.8,wrt-10
R06F6.1,363,2376.fa,R06F6.1,R06F6.1,cdl-1
F08C6.5,65,2377.fa,F08C6.5,F08C6.5,F08C6.5
F54F3.3,382,2378.fa,F54F3.3,F54F3.3,lipl-1
Y42G9A.6,322,2379.fa,Y42G9A.6,Y42G9A.6,wht-7
F38B6.7,189,237.fa,F38B6.7,F38B6.7,F38B6.7
C35A5.4,50,2380.fa,C35A5.4,C35A5.4,C35A5.4
T09A5.9,323,2381.fa,T09A5.9,T09A5.9,sds-22
C42D8.5,802,2382.fa,C42D8.5,C42D8.5,acn-1
F35G12.9,120,2383.fa,F35G12.9,F35G12.9,apc-11
T04D3.5,178,2384.fa,T04D3.5,T04D3.5,T04D3.5
B0432.5,138,2385.fa,B0432.5,B0432.5,cat-2
Y57A10A.25,357,2386.fa,Y57A10A.25,Y57A10A.25,parn-2
ZK1290.1,202,2387.fa,ZK1290.1,ZK1290.1,ZK1290.1
F26G1.2,109,2388.fa,F26G1.2,F26G1.2,F26G1.2
K03E6.3,88,2389.fa,K03E6.3,K03E6.3,ncs-3
C16B8.3,67,238.fa,C16B8.3,C16B8.3,C16B8.3
F09E10.7,66,2390.fa,F09E10.7,F09E10.7,F09E10.7
F02E8.6,1334,2391.fa,F02E8.6,F02E8.6,ncr-1
C25B8.1,315,2392.fa,C25B8.1,C25B8.1,kqt-1
C06A1.2,85,2393.fa,C06A1.2,C06A1.2,txt-13
K02F3.5,83,2394.fa,K02F3.5,K02F3.5,clec-149
K04C2.4,560,2395.fa,K04C2.4,K04C2.4,brd-1
F21A10.1,83,2396.fa,F21A10.1,F21A10.1,ncs-4
F56D2.1,468,2397.fa,F56D2.1,F56D2.1,ucr-1
F43D9.2,166,2398.fa,F43D9.2,F43D9.2,rab-33
W01F3.2,194,2399.fa,W01F3.2,W01F3.2,W01F3.2
F22B7.2,56,239.fa,F22B7.2,F22B7.2,flp-23
F55D10.3,677,23.fa,F55D10.3,F55D10.3,glit-1
F53A10.2,452,2400.fa,F53A10.2,F53A10.2,F53A10.2
F10C1.5,216,2401.fa,F10C1.5,F10C1.5,dmd-5
