file,brenneri,briggsae,doughertyi,elegans,inopinata,latens,nigoni,remanei,sinica,sp26,sp40,tropicalis,wallacei,kamaaina
1292.fa,2,1,0,3,7,0,0,0,0,2,0,9,2,3
2012.fa,1,1,1,2,7,2,0,0,0,1,0,3,1,10
2344.fa,2,0,0,2,7,0,0,5,0,0,0,4,0,9
485.fa,2,0,0,2,7,0,0,0,0,1,17,0,0,0
59.fa,2,0,0,1,7,1,0,0,1,1,1,0,0,15
214.fa,1,1,6,9,7,0,1,1,0,0,1,2,0,1
2347.fa,5,1,1,7,7,0,0,0,2,0,1,1,0,5
2459.fa,4,0,0,3,7,0,0,1,7,0,0,0,1,7
2527.fa,2,4,0,7,7,0,0,1,0,1,1,0,0,7
2640.fa,1,0,2,1,7,1,0,1,2,0,4,1,0,10
551.fa,2,0,0,5,7,0,1,6,0,0,0,3,0,6
1588.fa,0,1,0,4,7,0,15,0,1,0,0,1,0,2
1945.fa,0,1,4,1,7,0,0,11,2,0,2,0,1,2
2094.fa,10,0,4,1,7,0,0,1,3,0,0,3,1,1
726.fa,8,0,1,0,7,0,0,0,4,1,2,2,1,5
792.fa,0,0,0,0,7,0,1,0,10,1,4,3,2,3
1449.fa,5,1,0,2,7,1,0,0,4,0,3,3,3,3
1749.fa,1,1,1,5,7,1,0,0,1,0,1,1,1,12
2219.fa,3,0,3,2,7,1,0,1,1,0,5,0,1,8
249.fa,0,0,1,3,7,0,0,2,2,0,0,9,0,8
785.fa,4,1,0,0,7,1,0,0,0,2,11,3,1,2
803.fa,8,0,1,2,7,0,0,0,3,0,1,5,3,2
1781.fa,3,0,3,4,7,0,2,2,0,0,1,2,0,9
1639.fa,9,1,1,1,7,0,0,0,0,11,0,0,0,4
1701.fa,0,0,3,1,7,0,0,0,1,0,0,12,2,8
1764.fa,2,2,1,5,7,1,0,0,0,1,2,2,4,7
1226.fa,19,0,0,5,7,0,0,0,1,0,0,1,1,1
1462.fa,0,0,2,2,7,0,0,0,16,2,1,1,1,3
1481.fa,3,1,1,6,7,1,0,1,0,2,3,0,1,9
2789.fa,0,0,0,0,7,18,0,0,1,1,0,2,0,6
137.fa,4,1,1,7,7,0,0,0,0,2,4,2,3,5
228.fa,1,1,1,2,7,1,0,0,0,1,0,0,1,21
27.fa,4,0,0,2,7,1,0,0,1,0,6,3,2,10
812.fa,1,3,2,2,7,2,0,0,3,0,2,2,1,11
896.fa,0,0,2,11,7,1,0,0,1,0,1,4,6,3
1786.fa,0,0,4,5,7,0,0,0,2,0,0,1,4,14
2050.fa,0,1,1,4,7,0,0,0,0,0,2,11,0,11
2092.fa,2,0,8,4,7,0,0,0,3,1,4,0,3,5
2222.fa,0,0,1,4,7,0,2,0,1,0,3,3,1,15
274.fa,5,1,0,1,7,0,0,0,3,2,0,0,0,18
639.fa,1,0,1,2,7,2,0,1,0,0,0,18,2,3
1290.fa,0,0,1,11,7,2,0,0,1,0,1,0,1,14
1495.fa,4,1,0,5,7,1,0,1,2,0,4,0,2,11
2379.fa,0,1,4,5,7,0,1,0,2,0,0,9,4,5
2720.fa,3,1,2,3,7,0,1,0,2,4,8,0,1,6
2770.fa,4,0,2,0,7,0,0,0,1,0,1,7,5,11
1506.fa,7,0,7,1,7,0,0,0,0,0,10,2,0,5
118.fa,0,2,2,1,7,5,2,1,1,2,4,3,2,8
1455.fa,3,3,2,6,7,0,0,0,0,0,1,1,1,16
2497.fa,1,0,0,6,7,0,0,3,2,6,0,0,2,13
295.fa,5,1,18,1,7,0,0,0,1,1,0,1,0,5
289.fa,5,0,6,3,7,0,0,0,0,3,2,13,0,2
387.fa,0,2,5,4,7,1,0,0,0,0,3,5,0,14
707.fa,9,2,4,6,7,3,0,0,0,0,2,0,0,8
754.fa,2,2,5,4,7,0,1,0,2,2,3,6,1,6
927.fa,2,1,1,7,7,0,0,0,1,2,1,13,0,7
1461.fa,4,2,12,3,7,2,0,0,4,0,0,2,3,4
2275.fa,4,0,2,6,7,0,0,1,6,1,4,0,0,12
1258.fa,5,0,4,1,7,0,0,13,2,1,6,0,0,5
2602.fa,0,1,5,17,7,0,0,0,0,2,2,0,5,5
1977.fa,1,0,3,1,7,1,0,0,1,1,10,4,0,16
2496.fa,0,1,4,7,7,2,1,0,1,1,0,3,2,16
2783.fa,2,1,3,11,7,0,1,0,0,2,1,1,8,8
2070.fa,3,3,1,9,7,0,0,1,1,0,2,2,1,16
25.fa,2,1,1,4,7,1,24,0,0,0,0,0,6,0
2435.fa,14,2,4,0,7,1,0,3,2,3,1,2,1,7
2193.fa,1,0,5,2,7,1,5,0,1,1,1,2,10,12
2502.fa,2,4,6,6,7,0,0,0,8,2,3,0,1,10
2628.fa,9,0,5,15,7,0,0,0,2,1,1,2,2,6
496.fa,0,0,3,0,7,0,0,2,2,0,0,27,3,6
894.fa,4,0,7,2,7,0,0,2,1,1,2,12,1,11
1793.fa,0,0,6,3,7,0,0,0,9,5,5,0,2,14
333.fa,1,0,0,9,7,0,0,0,2,5,0,2,1,24
222.fa,5,3,3,3,7,2,0,0,6,8,1,3,1,10
1334.fa,4,1,3,5,7,0,0,0,7,3,3,1,0,20
1937.fa,3,0,1,2,7,3,0,2,7,2,10,8,4,5
1931.fa,6,3,0,7,7,1,1,0,8,0,5,12,3,2
1079.fa,0,0,0,2,7,0,0,0,3,3,3,1,0,37
2022.fa,9,0,4,6,7,0,0,0,3,2,10,7,1,7
2419.fa,1,2,0,8,7,1,0,1,27,0,0,4,0,6
99.fa,3,0,2,5,7,0,0,0,28,1,1,2,2,7
1744.fa,10,0,6,5,7,0,0,18,3,1,0,5,1,4
615.fa,2,1,1,3,7,1,1,1,33,0,1,0,3,9
1924.fa,3,0,3,12,7,0,1,1,0,1,5,2,1,31
967.fa,2,3,3,14,7,1,2,1,0,7,6,3,2,21
635.fa,6,0,9,5,7,0,0,0,0,1,6,4,2,41
1891.fa,14,0,5,19,7,1,0,2,8,3,2,1,1,22
2463.fa,13,2,2,5,7,6,0,0,10,2,1,1,1,42
1358.fa,21,2,14,11,7,1,0,1,3,3,6,7,3,24
1324.fa,9,1,1,5,7,0,0,1,1,0,2,2,1,103
1378.fa,0,1,1,0,6,0,0,0,0,1,0,0,0,0
2153.fa,0,0,0,1,6,0,1,0,0,0,0,0,0,1
748.fa,0,0,1,0,6,0,0,0,2,0,0,0,0,0
1361.fa,1,0,1,0,6,0,0,0,0,0,0,0,0,2
1438.fa,0,0,0,0,6,0,1,1,1,0,0,0,0,1
1676.fa,0,0,0,0,6,0,0,0,0,0,0,0,0,4
983.fa,1,0,0,0,6,0,0,0,1,0,2,0,0,0
1002.fa,0,0,0,2,6,0,0,0,0,0,0,0,0,3
1044.fa,0,0,2,0,6,0,0,0,0,0,0,1,1,1
1230.fa,0,0,0,0,6,0,0,0,1,0,0,1,0,3
1751.fa,1,0,0,0,6,0,0,0,1,0,0,1,0,2
847.fa,0,0,0,0,6,0,0,0,1,0,0,1,0,3
1618.fa,0,0,0,1,6,0,3,0,0,0,0,0,0,2
1944.fa,1,0,0,1,6,0,0,0,0,1,0,0,1,2
2146.fa,0,0,1,1,6,0,0,1,0,0,0,0,1,3
43.fa,1,0,0,3,6,0,0,0,0,1,1,1,0,0
160.fa,2,1,1,1,6,0,0,0,0,0,0,0,1,2
2312.fa,1,0,1,2,6,1,1,0,0,0,0,1,1,0
245.fa,0,1,2,1,6,0,0,0,2,0,0,1,0,1
2523.fa,1,0,0,2,6,2,0,0,0,1,2,0,0,0
2669.fa,4,0,1,0,6,0,0,0,1,0,1,0,0,2
296.fa,0,0,0,0,6,0,0,0,7,0,0,0,0,2
462.fa,1,0,0,0,6,0,5,0,0,0,0,0,0,3
1104.fa,1,1,0,4,6,1,0,1,0,0,1,1,0,0
1540.fa,0,1,1,3,6,0,0,0,0,1,0,0,0,4
164.fa,0,0,3,3,6,1,0,0,1,1,0,0,0,1
1714.fa,1,0,2,1,6,0,0,0,0,1,1,2,2,0
2469.fa,1,2,0,0,6,0,0,0,3,1,0,0,1,2
712.fa,1,1,1,1,6,0,0,0,0,0,0,2,0,4
718.fa,0,0,2,0,6,2,0,1,0,0,0,0,2,3
2505.fa,0,0,0,3,6,1,0,0,1,0,1,1,0,4
2529.fa,0,0,1,1,6,0,0,0,0,0,0,0,0,9
2568.fa,0,0,0,2,6,0,0,0,2,0,1,0,1,5
1333.fa,4,0,1,3,6,0,0,1,0,1,0,0,0,2
334.fa,0,0,0,1,6,0,0,1,0,0,1,4,1,4
412.fa,1,0,0,2,6,0,0,0,3,0,1,2,1,2
62.fa,3,0,6,1,6,0,0,0,0,0,0,0,0,2
650.fa,1,1,0,4,6,0,0,0,0,0,3,0,0,3
1877.fa,1,0,0,7,6,0,0,1,0,0,1,0,0,3
2717.fa,3,0,0,2,6,0,0,0,0,0,2,1,5,0
2722.fa,1,0,0,2,6,0,0,2,0,0,1,0,1,6
1058.fa,2,2,0,5,6,0,0,2,1,2,0,0,0,0
1385.fa,3,0,1,2,6,0,0,0,0,0,0,2,1,5
1888.fa,0,0,0,0,6,1,1,2,0,0,0,0,0,10
811.fa,6,0,2,3,6,0,0,0,0,0,0,0,1,2
2530.fa,0,0,1,2,6,0,3,0,1,0,1,2,2,3
2682.fa,1,2,1,1,6,0,0,0,1,0,1,3,2,3
2175.fa,0,0,1,4,6,0,0,1,2,2,0,0,4,2
2186.fa,0,1,1,1,6,1,1,0,1,0,1,0,1,8
383.fa,4,0,2,1,6,1,0,0,1,0,1,1,0,5
1325.fa,2,1,1,1,6,0,0,0,1,1,4,3,1,2
1351.fa,2,0,1,4,6,0,0,4,0,0,0,2,4,0
1780.fa,0,0,6,1,6,0,0,0,3,0,0,0,3,4
581.fa,0,3,6,1,6,0,0,1,0,1,1,3,0,1
86.fa,1,1,1,9,6,0,0,0,0,0,1,0,0,4
2651.fa,0,1,0,3,6,0,0,0,1,0,0,0,0,13
2678.fa,2,0,1,3,6,0,0,0,1,0,2,8,0,1
453.fa,1,0,1,3,6,0,1,0,6,0,2,1,2,1
805.fa,0,1,3,8,6,0,0,2,0,1,0,0,0,3
646.fa,0,0,1,4,6,0,0,0,0,2,2,1,2,7
651.fa,2,1,1,2,6,0,0,0,0,0,1,3,0,9
1262.fa,0,0,0,1,6,0,0,0,0,0,0,6,0,13
1340.fa,1,1,2,2,6,1,0,0,2,0,2,3,1,5
1612.fa,1,0,0,4,6,0,0,0,12,0,0,1,0,2
1741.fa,2,0,0,1,6,0,0,0,0,1,0,2,1,13
2311.fa,2,0,5,2,6,0,0,0,2,1,1,0,1,6
2477.fa,2,0,2,0,6,1,0,0,1,1,11,1,0,1
2629.fa,0,1,0,3,6,0,0,0,15,0,0,0,0,1
2648.fa,2,0,3,1,6,0,0,1,0,0,1,1,3,8
510.fa,0,1,0,3,6,0,0,0,1,0,8,0,1,6
725.fa,0,0,2,4,6,0,0,0,3,0,2,1,1,7
1273.fa,1,0,1,2,6,0,1,0,0,1,4,3,3,5
168.fa,1,0,3,3,6,0,0,0,0,0,3,3,1,7
1829.fa,3,1,0,5,6,0,0,0,3,1,2,0,2,4
1911.fa,2,0,2,1,6,1,0,1,0,0,1,3,0,10
1943.fa,0,0,2,5,6,1,0,0,6,0,5,0,0,2
2223.fa,2,0,0,3,6,1,1,10,1,1,1,0,1,0
2233.fa,2,0,2,1,6,0,0,0,8,0,1,2,0,5
1490.fa,1,10,0,0,6,0,0,3,0,0,2,1,0,5
2116.fa,1,1,1,9,6,0,0,0,0,0,1,3,3,3
2239.fa,3,0,0,9,6,0,0,2,0,0,0,3,2,3
634.fa,7,0,1,1,6,0,0,0,1,1,1,5,1,4
686.fa,0,10,2,0,6,0,0,0,1,3,0,1,1,4
1198.fa,0,1,4,6,6,2,0,3,0,2,1,1,0,3
1783.fa,7,1,1,1,6,0,0,0,6,0,0,2,0,5
2747.fa,4,0,3,4,6,1,0,1,1,0,1,1,3,4
416.fa,5,0,8,3,6,0,0,0,1,1,1,1,1,2
1274.fa,2,1,0,3,6,0,0,0,4,3,1,1,1,8
1792.fa,3,0,0,7,6,1,1,1,0,0,4,1,0,6
373.fa,7,0,0,1,6,0,0,1,3,0,0,5,2,5
1254.fa,1,0,1,3,6,0,10,0,0,1,2,0,1,6
1522.fa,2,0,2,4,6,0,0,1,1,0,6,2,1,6
1536.fa,10,0,3,3,6,0,0,1,0,0,0,1,1,6
156.fa,3,3,2,8,6,0,0,1,1,2,1,0,0,4
1569.fa,3,2,5,3,6,0,1,1,2,1,1,1,0,5
1696.fa,2,0,2,4,6,1,0,0,1,0,1,1,1,12
1705.fa,1,0,1,8,6,0,1,0,0,1,2,5,1,5
1795.fa,3,1,1,3,6,0,0,0,0,4,3,1,3,6
2313.fa,5,2,1,6,6,1,2,0,1,0,2,2,0,3
2427.fa,0,1,1,1,6,0,0,1,1,0,2,1,1,16
1139.fa,2,0,1,1,6,0,0,0,0,1,2,7,3,9
2011.fa,2,1,13,4,6,0,0,0,1,0,1,2,0,2
2533.fa,3,0,2,5,6,0,0,0,0,4,0,0,2,10
36.fa,5,0,2,2,6,1,0,0,1,0,0,2,0,13
1231.fa,5,0,2,5,6,0,0,0,0,1,0,2,1,11
2169.fa,2,1,0,10,6,1,0,0,1,3,3,1,0,5
2304.fa,9,0,2,1,6,0,0,2,2,5,1,0,0,5
683.fa,2,0,3,8,6,1,1,0,1,1,2,1,0,7
120.fa,2,2,0,2,6,0,2,0,0,0,1,1,3,15
346.fa,3,0,2,2,6,0,1,0,0,0,0,17,0,3
144.fa,6,1,4,7,6,0,0,0,0,3,1,2,2,3
1828.fa,5,0,12,0,6,0,1,0,3,1,0,3,2,2
262.fa,4,0,4,5,6,0,0,0,0,2,4,0,5,5
1550.fa,1,1,1,2,6,0,0,0,1,2,0,3,1,18
2627.fa,3,0,2,3,6,1,2,0,1,0,1,1,1,15
1208.fa,5,1,3,1,6,0,0,0,3,0,3,2,1,13
1895.fa,0,0,2,7,6,0,0,0,0,2,2,2,1,16
2467.fa,5,0,1,3,6,1,0,0,5,4,2,6,2,4
447.fa,0,0,2,5,6,0,0,0,1,0,1,4,0,20
609.fa,2,0,3,3,6,0,0,0,0,1,4,7,1,12
1065.fa,2,0,5,4,6,0,0,1,0,0,1,19,0,2
1112.fa,0,2,3,3,6,0,0,0,4,1,5,6,2,8
2688.fa,4,0,0,6,6,0,0,0,0,1,0,1,1,22
40.fa,7,0,5,11,6,0,0,1,1,3,3,1,1,2
962.fa,2,1,7,7,6,0,0,0,3,2,0,1,1,11
1666.fa,0,2,2,3,6,16,1,0,1,0,0,0,1,10
608.fa,4,1,0,4,6,0,1,1,2,0,1,13,0,9
750.fa,13,0,2,4,6,1,1,5,1,0,0,0,0,9
1698.fa,4,0,1,3,6,0,1,0,0,4,0,9,1,14
2624.fa,1,1,2,6,6,0,0,0,22,0,1,0,0,4
737.fa,2,1,8,3,6,0,2,0,0,0,1,2,5,13
1072.fa,1,0,1,7,6,14,0,1,1,2,3,2,0,7
1311.fa,4,0,2,6,6,0,0,3,1,0,3,2,2,16
1904.fa,6,1,1,6,6,15,0,0,1,0,0,0,2,7
890.fa,11,1,1,8,6,1,5,0,3,1,0,1,2,6
1141.fa,1,0,2,3,6,1,1,0,1,1,3,10,3,15
74.fa,4,1,3,6,6,0,0,0,1,5,1,1,3,17
487.fa,2,0,1,3,6,3,1,2,0,1,1,21,3,5
1419.fa,0,1,4,0,6,0,1,25,9,1,3,0,0,0
582.fa,4,1,1,8,6,0,4,0,7,2,1,3,0,13
2559.fa,8,1,2,9,6,1,0,0,4,3,4,2,4,7
999.fa,2,1,7,4,6,0,0,0,2,2,3,4,1,20
1295.fa,3,0,5,10,6,3,0,1,0,1,0,5,5,14
1546.fa,2,0,1,1,6,0,0,1,34,1,0,2,2,3
201.fa,0,0,0,13,6,2,25,2,0,1,1,0,0,3
1113.fa,8,1,18,1,6,0,0,0,18,0,1,1,0,0
282.fa,13,0,6,0,6,0,2,13,1,0,1,1,0,11
2569.fa,9,1,3,11,6,0,1,0,1,4,3,1,2,16
2740.fa,17,2,2,8,6,0,0,0,0,1,3,0,0,22
2676.fa,43,0,0,1,6,0,0,0,0,1,3,1,0,7
942.fa,4,3,6,16,6,0,1,1,7,4,0,7,3,12
1434.fa,21,1,3,3,6,1,1,2,6,0,1,7,3,18
1213.fa,12,1,9,10,6,0,0,2,7,5,1,2,2,18
2082.fa,12,2,10,8,6,1,2,0,10,2,10,4,5,6
1591.fa,0,24,6,6,6,0,1,0,1,2,2,8,3,20
150.fa,15,0,21,11,6,2,0,0,4,0,4,7,7,16
1457.fa,18,1,22,17,6,0,2,0,2,0,4,5,6,15
167.fa,0,0,0,0,5,0,0,0,0,0,0,0,0,1
1658.fa,0,0,0,0,5,1,0,0,0,0,0,0,0,1
845.fa,0,0,0,1,5,0,0,0,0,0,0,1,0,0
911.fa,0,0,0,1,5,0,0,0,0,0,0,0,0,1
1727.fa,1,1,0,0,5,0,0,0,0,0,0,0,0,1
2276.fa,1,0,0,1,5,0,0,0,0,0,0,1,0,0
1447.fa,1,0,1,0,5,0,0,0,0,0,0,0,1,1
2414.fa,0,0,0,0,5,0,0,0,0,0,0,0,2,2
531.fa,0,0,0,1,5,0,0,0,0,1,0,1,0,1
2422.fa,0,0,0,0,5,0,0,0,0,0,1,0,0,4
2712.fa,0,0,0,3,5,0,0,1,0,0,0,0,0,1
70.fa,0,0,2,0,5,0,0,0,0,0,0,1,1,1
1558.fa,0,1,0,0,5,1,0,0,0,0,0,0,1,3
203.fa,1,0,0,1,5,0,0,0,0,0,1,1,0,2
230.fa,0,1,1,0,5,0,0,0,4,0,0,0,0,0
2383.fa,2,0,0,3,5,0,0,0,0,0,0,0,0,1
633.fa,0,0,0,1,5,0,0,0,0,0,3,0,0,2
891.fa,0,0,0,1,5,0,0,0,1,0,0,2,0,2
916.fa,0,0,0,2,5,0,0,0,0,0,2,0,0,2
1116.fa,4,0,0,1,5,0,0,1,0,0,0,0,0,1
176.fa,0,0,0,4,5,0,1,0,0,1,0,1,0,0
2122.fa,0,0,0,5,5,0,0,0,0,0,1,0,0,1
2348.fa,1,0,0,0,5,0,0,0,1,2,0,2,0,1
2764.fa,4,0,0,0,5,0,0,0,1,1,0,1,0,0
288.fa,3,0,1,1,5,0,0,0,1,0,0,1,0,0
900.fa,0,0,1,0,5,0,0,0,1,1,2,0,0,2
1703.fa,0,2,2,3,5,0,0,0,0,0,0,0,0,1
1826.fa,3,0,0,0,5,0,0,0,1,0,1,2,0,1
2638.fa,1,0,1,1,5,0,0,0,1,0,1,0,0,3
505.fa,2,0,2,2,5,0,0,0,0,0,1,0,0,1
610.fa,0,0,2,0,5,1,0,0,0,0,1,4,0,0
745.fa,2,1,0,0,5,0,0,1,1,0,0,1,0,2
819.fa,0,0,1,5,5,0,0,0,0,0,0,0,0,2
95.fa,1,0,0,1,5,1,0,0,0,2,0,0,2,1
1375.fa,2,1,1,0,5,1,0,0,0,0,1,0,0,3
1403.fa,0,0,0,2,5,0,1,1,0,2,0,0,2,1
247.fa,0,0,0,2,5,0,0,0,1,2,0,1,0,3
313.fa,1,0,0,4,5,2,0,0,0,0,2,0,0,0
1066.fa,1,1,0,2,5,0,1,0,1,0,0,0,1,3
1120.fa,2,0,1,1,5,0,0,0,0,3,0,0,0,3
1390.fa,1,0,0,1,5,0,0,0,0,0,0,2,2,4
1424.fa,1,0,0,2,5,0,0,1,0,1,1,2,0,2
2473.fa,1,0,1,1,5,0,0,1,0,0,0,1,2,3
2585.fa,2,0,0,0,5,0,0,0,2,0,0,0,0,6
2686.fa,0,0,0,4,5,1,1,0,0,1,0,2,0,1
470.fa,1,0,0,0,5,0,0,0,0,0,0,2,2,5
828.fa,1,1,0,0,5,0,0,0,0,1,1,2,1,3
882.fa,0,0,1,6,5,0,0,0,1,0,1,0,0,1
2504.fa,3,0,0,3,5,0,0,0,0,0,2,0,0,3
654.fa,3,0,0,0,5,0,1,0,0,2,2,1,0,2
1144.fa,0,0,1,4,5,0,0,0,0,0,0,0,0,7
1245.fa,2,1,2,1,5,0,1,0,1,0,0,0,0,4
1980.fa,4,0,2,1,5,0,0,0,0,1,0,0,0,4
2225.fa,1,0,0,2,5,1,0,0,0,0,1,0,2,5
685.fa,0,1,3,3,5,0,0,1,1,0,0,0,0,3
767.fa,2,0,0,3,5,0,0,0,0,0,1,1,1,4
953.fa,0,0,1,1,5,0,0,0,1,0,1,1,0,7
1861.fa,0,0,2,0,5,2,0,0,0,1,2,0,1,5
1878.fa,2,0,0,6,5,0,0,0,0,0,3,0,0,2
2330.fa,0,1,0,3,5,0,0,0,0,0,2,6,0,1
2343.fa,4,0,2,2,5,1,0,0,0,0,0,0,1,3
673.fa,1,1,2,4,5,1,0,0,0,0,1,0,1,2
969.fa,7,0,1,3,5,0,0,0,0,0,0,1,0,1
1050.fa,1,0,0,10,5,0,0,0,0,0,0,1,2,0
1107.fa,0,0,2,2,5,0,8,0,1,0,0,0,1,0
2191.fa,0,1,0,5,5,1,0,0,0,1,1,0,1,4
2195.fa,0,1,3,3,5,0,0,0,2,1,0,2,1,1
2693.fa,0,1,1,1,5,0,0,0,0,1,3,4,0,3
60.fa,1,1,3,1,5,0,0,0,0,0,0,0,0,8
876.fa,3,0,1,2,5,0,0,1,1,0,1,0,1,4
923.fa,0,0,3,0,5,0,1,0,0,3,1,3,1,2
1238.fa,6,1,0,1,5,0,0,0,0,1,0,0,2,4
1478.fa,2,0,2,4,5,0,0,0,0,0,0,1,1,5
1485.fa,3,1,1,2,5,0,1,1,1,0,0,2,1,2
166.fa,1,1,7,4,5,0,0,0,1,0,0,0,0,1
1691.fa,0,1,3,3,5,0,0,1,1,1,1,3,0,1
1694.fa,0,1,0,2,5,1,0,0,0,0,1,0,3,7
253.fa,1,0,1,2,5,0,0,0,2,0,0,2,2,5
2614.fa,2,0,0,4,5,1,2,0,1,1,1,0,0,3
917.fa,1,0,2,8,5,0,0,0,3,0,0,0,0,1
1835.fa,0,0,0,1,5,0,0,0,15,0,0,0,0,0
2546.fa,0,1,2,1,5,2,0,1,0,0,0,2,3,4
612.fa,0,1,0,9,5,0,0,0,3,0,0,0,0,3
837.fa,1,1,4,2,5,0,2,0,0,2,0,1,1,2
985.fa,0,1,0,0,5,0,0,0,0,0,0,0,0,15
1747.fa,1,0,1,5,5,0,2,0,1,0,1,3,2,1
2238.fa,2,0,0,2,5,0,0,0,1,1,3,2,1,5
2619.fa,2,0,2,6,5,0,0,0,0,1,0,0,0,6
898.fa,1,1,1,3,5,0,0,1,1,1,1,6,0,1
1136.fa,1,0,3,5,5,0,0,0,1,0,4,0,0,4
2178.fa,4,0,3,1,5,0,0,0,6,1,1,0,0,2
2570.fa,5,0,2,0,5,0,0,0,0,0,2,0,2,7
353.fa,0,1,1,2,5,0,0,0,1,2,0,1,0,10
1450.fa,2,0,0,3,5,0,0,0,0,0,0,0,0,14
2049.fa,0,0,2,5,5,0,0,1,0,1,2,1,1,6
2112.fa,4,0,7,4,5,0,0,0,0,0,0,0,0,4
2399.fa,2,0,0,3,5,2,0,2,0,0,3,0,0,7
2486.fa,1,1,0,4,5,0,0,0,6,6,0,0,0,1
762.fa,1,0,1,3,5,0,0,0,0,1,1,0,0,12
1031.fa,0,15,0,1,5,1,0,0,1,0,2,0,0,0
1580.fa,0,1,0,4,5,0,0,0,7,0,1,4,0,3
1893.fa,8,0,1,8,5,0,0,0,0,0,0,1,0,2
2290.fa,1,0,0,3,5,0,0,0,0,0,0,1,0,15
2401.fa,0,0,1,3,5,0,1,0,2,2,5,3,0,3
1451.fa,2,2,0,3,5,0,0,0,0,0,1,2,9,2
1722.fa,0,0,0,0,5,0,0,0,10,0,3,1,0,7
256.fa,0,1,3,3,5,0,0,5,0,0,5,0,1,3
538.fa,2,1,1,3,5,0,0,1,1,0,5,3,0,4
1042.fa,1,1,0,0,5,0,0,0,12,1,1,1,0,5
11.fa,2,0,0,7,5,2,0,0,0,2,2,0,0,7
1411.fa,3,0,8,0,5,1,1,1,3,3,0,0,0,2
1551.fa,3,0,0,1,5,0,18,0,0,0,0,0,0,0
1589.fa,2,0,4,6,5,0,0,0,0,0,3,0,2,5
1796.fa,1,0,2,1,5,0,1,0,0,0,1,5,3,8
291.fa,1,1,1,1,5,1,1,2,1,3,3,2,0,5
37.fa,1,0,1,5,5,0,0,4,1,2,2,2,0,4
406.fa,1,1,2,2,5,1,0,1,0,3,1,3,3,4
246.fa,0,1,3,5,5,1,6,0,0,0,1,0,1,5
2601.fa,1,2,1,11,5,0,0,1,0,0,1,2,1,3
278.fa,1,1,5,3,5,3,0,3,2,0,2,1,0,2
605.fa,1,0,12,1,5,0,0,0,2,0,6,0,0,1
2456.fa,4,0,1,2,5,0,0,1,1,1,0,5,0,9
2499.fa,3,0,1,2,5,0,0,1,0,0,2,3,1,11
2620.fa,0,0,3,8,5,0,0,0,1,1,3,2,3,3
2662.fa,4,0,2,3,5,0,0,0,0,0,0,1,1,13
1626.fa,0,1,6,6,5,0,0,0,8,0,0,1,0,3
1192.fa,3,0,1,3,5,0,0,0,1,0,1,0,0,17
1473.fa,5,1,1,4,5,0,0,6,2,0,0,3,3,1
179.fa,1,1,0,2,5,1,1,0,4,0,9,2,0,5
467.fa,3,0,2,3,5,0,9,0,0,0,2,2,0,5
143.fa,3,1,1,1,5,0,0,0,3,4,0,2,3,9
1566.fa,2,0,2,0,5,0,5,1,3,1,11,0,0,2
1613.fa,2,1,8,6,5,0,0,3,1,0,1,2,1,2
2668.fa,8,0,3,4,5,4,1,0,0,0,0,1,2,4
893.fa,4,0,6,3,5,0,0,0,2,1,1,2,1,7
1185.fa,0,0,1,6,5,0,0,1,0,1,0,13,1,5
1595.fa,5,2,0,5,5,1,1,0,0,0,4,0,1,9
628.fa,4,0,1,6,5,0,0,0,1,1,2,4,5,5
939.fa,0,1,0,0,5,1,4,7,0,0,0,1,0,15
1789.fa,0,2,0,4,5,0,0,6,4,0,0,7,3,4
2008.fa,5,0,2,2,5,0,0,0,3,0,0,3,7,8
407.fa,1,3,1,4,5,1,1,0,2,1,0,1,2,13
1179.fa,5,2,0,11,5,1,0,2,1,0,0,0,0,9
1726.fa,0,1,1,2,5,0,0,0,1,1,0,1,1,23
1867.fa,2,0,5,6,5,0,1,0,1,0,4,7,0,5
2043.fa,2,1,3,6,5,0,2,0,4,1,2,3,3,4
2738.fa,2,1,0,0,5,0,0,0,1,5,8,8,2,4
1843.fa,0,0,5,4,5,0,0,1,0,2,2,1,6,11
2381.fa,5,1,1,7,5,3,0,2,1,1,1,0,2,8
97.fa,8,0,1,5,5,1,0,0,2,5,5,1,0,4
1917.fa,4,1,3,7,5,0,0,0,2,0,0,2,6,8
354.fa,4,1,1,5,5,1,0,0,1,4,2,3,1,10
641.fa,5,0,1,10,5,0,0,0,1,0,3,0,1,12
963.fa,1,0,0,6,5,5,0,0,0,0,11,2,1,7
2445.fa,7,1,2,1,5,1,0,3,4,1,4,3,0,7
2684.fa,0,21,0,0,5,0,0,0,1,1,1,1,0,9
94.fa,6,0,5,7,5,1,0,0,0,0,2,1,3,9
1270.fa,3,0,5,1,5,0,0,1,4,1,2,5,8,5
124.fa,5,2,1,9,5,0,0,0,1,2,0,3,2,11
1264.fa,6,1,1,5,5,0,1,0,0,0,3,5,5,9
1376.fa,5,0,1,5,5,0,0,1,0,1,1,7,3,12
833.fa,6,2,1,8,5,0,0,1,0,2,2,0,2,12
734.fa,5,1,1,6,5,1,0,1,4,2,2,4,3,7
964.fa,3,4,2,7,5,1,1,0,0,1,6,5,2,5
1885.fa,2,0,11,8,5,0,1,0,0,1,2,3,1,9
511.fa,1,1,2,11,5,0,0,0,1,0,0,2,2,18
1126.fa,3,1,3,9,5,0,0,2,0,1,0,3,0,17
