file	brenneri	briggsae	doughertyi	elegans	inopinata	latens	nigoni	remanei	sinica	sp26	sp40	tropicalis	wallacei	kamaaina	elegans_gene_id	prot_length	elegans_gene_id.1	Your.Input	Public.Name	brenneri_fra	briggsae_fra	doughertyi_fra	elegans_fra	inopinata_fra	latens_fra	nigoni_fra	remanei_fra	sinica_fra	sp26_fra	sp40_fra	tropicalis_fra	wallacei_fra	kamaaina_fra	mean_spsp_aa	brenneri_spsp_over_mean	briggsae_spsp_over_mean	doughertyi_spsp_over_mean	elegans_spsp_over_mean	inopinata_spsp_over_mean	latens_spsp_over_mean	nigoni_spsp_over_mean	remanei_spsp_over_mean	sinica_spsp_over_mean	sp26_spsp_over_mean	sp40_spsp_over_mean	tropicalis_spsp_over_mean	wallacei_spsp_over_mean	kamaaina_spsp_over_mean	high_inop_spsp
2708.fa	140	0	0	3	10	1	0	0	1	0	0	0	2	4	T27D12.2	782	T27D12.2	T27D12.2	clh-1	0.179028132992327	0	0	0.00383631713554987	0.0127877237851662	0.00127877237851662	0	0	0.00127877237851662	0	0	0	0.00255754475703325	0.0051150895140665	11.5	12.1739130434783	0	0	0.260869565217391	0.869565217391304	0.0869565217391304	0	0	0.0869565217391304	0	0	0	0.173913043478261	0.347826086956522	FALSE
2709.fa	1	0	1	2	0	8	0	1	0	0	0	0	0	2	C10H11.1	84	C10H11.1	C10H11.1	viln-1	0.0119047619047619	0	0.0119047619047619	0.0238095238095238	0	0.0952380952380952	0	0.0119047619047619	0	0	0	0	0	0.0238095238095238	1.07142857142857	0.933333333333333	0	0.933333333333333	1.86666666666667	0	7.46666666666667	0	0.933333333333333	0	0	0	0	0	1.86666666666667	FALSE
271.fa	0	0	0	0	1	0	0	1	0	0	0	0	0	1	F46H6.5	74	F46H6.5	F46H6.5	F46H6.5	0	0	0	0	0.0135135135135135	0	0	0.0135135135135135	0	0	0	0	0	0.0135135135135135	0.214285714285714	0	0	0	0	4.66666666666667	0	0	4.66666666666667	0	0	0	0	0	4.66666666666667	FALSE
2710.fa	14	1	2	4	5	1	0	8	0	0	0	0	1	17	C06G3.1	392	C06G3.1	C06G3.1	nhr-105	0.0357142857142857	0.00255102040816327	0.00510204081632653	0.0102040816326531	0.0127551020408163	0.00255102040816327	0	0.0204081632653061	0	0	0	0	0.00255102040816327	0.0433673469387755	3.78571428571429	3.69811320754717	0.264150943396226	0.528301886792453	1.05660377358491	1.32075471698113	0.264150943396226	0	2.11320754716981	0	0	0	0	0.264150943396226	4.49056603773585	FALSE
2711.fa	0	0	0	1	0	0	0	0	0	0	0	0	0	2	Y40B1A.4	44	Y40B1A.4	Y40B1A.4	sptf-3	0	0	0	0.0227272727272727	0	0	0	0	0	0	0	0	0	0.0454545454545455	0.214285714285714	0	0	0	4.66666666666667	0	0	0	0	0	0	0	0	0	9.33333333333333	FALSE
2712.fa	0	0	0	3	5	0	0	1	0	0	0	0	0	1	ZK1058.2	194	ZK1058.2	ZK1058.2	pat-3	0	0	0	0.0154639175257732	0.0257731958762887	0	0	0.00515463917525773	0	0	0	0	0	0.00515463917525773	0.714285714285714	0	0	0	4.2	7	0	0	1.4	0	0	0	0	0	1.4	FALSE
2713.fa	1	0	2	3	4	1	0	0	0	0	1	3	0	9	B0464.8	238	B0464.8	B0464.8	tag-342	0.00420168067226891	0	0.00840336134453781	0.0126050420168067	0.0168067226890756	0.00420168067226891	0	0	0	0	0.00420168067226891	0.0126050420168067	0	0.0378151260504202	1.71428571428571	0.583333333333333	0	1.16666666666667	1.75	2.33333333333333	0.583333333333333	0	0	0	0	0.583333333333333	1.75	0	5.25	FALSE
2714.fa	1	1	1	4	11	0	6	0	0	1	5	0	6	19	F35H8.6	454	F35H8.6	F35H8.6	ugt-58	0.00220264317180617	0.00220264317180617	0.00220264317180617	0.00881057268722467	0.0242290748898678	0	0.013215859030837	0	0	0.00220264317180617	0.0110132158590308	0	0.013215859030837	0.0418502202643172	3.92857142857143	0.254545454545455	0.254545454545455	0.254545454545455	1.01818181818182	2.8	0	1.52727272727273	0	0	0.254545454545455	1.27272727272727	0	1.52727272727273	4.83636363636364	FALSE
2715.fa	0	0	1	16	8	1	1	0	1	0	0	5	2	8	ZK666.8	289	ZK666.8	ZK666.8	ZK666.8	0	0	0.00346020761245675	0.055363321799308	0.027681660899654	0.00346020761245675	0.00346020761245675	0	0.00346020761245675	0	0	0.0173010380622837	0.0069204152249135	0.027681660899654	3.07142857142857	0	0	0.325581395348837	5.20930232558139	2.6046511627907	0.325581395348837	0.325581395348837	0	0.325581395348837	0	0	1.62790697674419	0.651162790697674	2.6046511627907	FALSE
2716.fa	2	0	0	2	3	0	1	0	0	0	0	0	0	1	C05E11.3	137	C05E11.3	C05E11.3	C05E11.3	0.0145985401459854	0	0	0.0145985401459854	0.0218978102189781	0	0.0072992700729927	0	0	0	0	0	0	0.0072992700729927	0.642857142857143	3.11111111111111	0	0	3.11111111111111	4.66666666666667	0	1.55555555555556	0	0	0	0	0	0	1.55555555555556	FALSE
2717.fa	3	0	0	2	6	0	0	0	0	0	2	1	5	0	C04E6.7	188	C04E6.7	C04E6.7	C04E6.7	0.0159574468085106	0	0	0.0106382978723404	0.0319148936170213	0	0	0	0	0	0.0106382978723404	0.00531914893617021	0.0265957446808511	0	1.35714285714286	2.21052631578947	0	0	1.47368421052632	4.42105263157895	0	0	0	0	0	1.47368421052632	0.736842105263158	3.68421052631579	0	FALSE
2719.fa	26	0	6	3	2	0	33	0	1	2	1	2	0	4	Y67D8C.9	348	Y67D8C.9	Y67D8C.9	Y67D8C.9	0.0747126436781609	0	0.0172413793103448	0.00862068965517241	0.00574712643678161	0	0.0948275862068965	0	0.0028735632183908	0.00574712643678161	0.0028735632183908	0.00574712643678161	0	0.0114942528735632	5.71428571428571	4.55	0	1.05	0.525	0.35	0	5.775	0	0.175	0.35	0.175	0.35	0	0.7	FALSE
272.fa	17	4	8	30	28	1	0	20	6	3	11	11	7	39	F21G4.6	1443	F21G4.6	F21G4.6	F21G4.6	0.0117810117810118	0.00277200277200277	0.00554400554400554	0.0207900207900208	0.0194040194040194	0.000693000693000693	0	0.0138600138600139	0.00415800415800416	0.00207900207900208	0.00762300762300762	0.00762300762300762	0.00485100485100485	0.027027027027027	13.2142857142857	1.28648648648649	0.302702702702703	0.605405405405405	2.27027027027027	2.11891891891892	0.0756756756756757	0	1.51351351351351	0.454054054054054	0.227027027027027	0.832432432432432	0.832432432432432	0.52972972972973	2.95135135135135	FALSE
2720.fa	3	1	2	3	7	0	1	0	2	4	8	0	1	6	H42K12.1	399	H42K12.1	H42K12.1	pdk-1	0.0075187969924812	0.0025062656641604	0.0050125313283208	0.0075187969924812	0.0175438596491228	0	0.0025062656641604	0	0.0050125313283208	0.0100250626566416	0.0200501253132832	0	0.0025062656641604	0.0150375939849624	2.71428571428571	1.10526315789474	0.368421052631579	0.736842105263158	1.10526315789474	2.57894736842105	0	0.368421052631579	0	0.736842105263158	1.47368421052632	2.94736842105263	0	0.368421052631579	2.21052631578947	FALSE
2721.fa	0	3	1	4	12	0	1	0	0	2	0	1	0	5	T06E4.11	161	T06E4.11	T06E4.11	pqn-63	0	0.0186335403726708	0.0062111801242236	0.0248447204968944	0.0745341614906832	0	0.0062111801242236	0	0	0.0124223602484472	0	0.0062111801242236	0	0.031055900621118	2.07142857142857	0	1.44827586206897	0.482758620689655	1.93103448275862	5.79310344827586	0	0.482758620689655	0	0	0.96551724137931	0	0.482758620689655	0	2.41379310344828	TRUE
2722.fa	1	0	0	2	6	0	0	2	0	0	1	0	1	6	R17.3	212	R17.3	R17.3	sbsp-1	0.00471698113207547	0	0	0.00943396226415094	0.0283018867924528	0	0	0.00943396226415094	0	0	0.00471698113207547	0	0.00471698113207547	0.0283018867924528	1.35714285714286	0.736842105263158	0	0	1.47368421052632	4.42105263157895	0	0	1.47368421052632	0	0	0.736842105263158	0	0.736842105263158	4.42105263157895	FALSE
2723.fa	17	1	3	3	11	0	0	0	1	0	23	1	0	45	F08B12.3	1060	F08B12.3	F08B12.3	slo-2	0.0160377358490566	0.000943396226415094	0.00283018867924528	0.00283018867924528	0.010377358490566	0	0	0	0.000943396226415094	0	0.0216981132075472	0.000943396226415094	0	0.0424528301886792	7.5	2.26666666666667	0.133333333333333	0.4	0.4	1.46666666666667	0	0	0	0.133333333333333	0	3.06666666666667	0.133333333333333	0	6	FALSE
2724.fa	1	1	1	2	8	1	0	1	4	0	0	0	0	3	F28F8.6	240	F28F8.6	F28F8.6	atx-3	0.00416666666666667	0.00416666666666667	0.00416666666666667	0.00833333333333333	0.0333333333333333	0.00416666666666667	0	0.00416666666666667	0.0166666666666667	0	0	0	0	0.0125	1.57142857142857	0.636363636363636	0.636363636363636	0.636363636363636	1.27272727272727	5.09090909090909	0.636363636363636	0	0.636363636363636	2.54545454545455	0	0	0	0	1.90909090909091	FALSE
2725.fa	4	2	3	3	11	1	0	0	7	3	2	6	5	4	F09G8.2	279	F09G8.2	F09G8.2	crn-7	0.014336917562724	0.00716845878136201	0.010752688172043	0.010752688172043	0.039426523297491	0.003584229390681	0	0	0.025089605734767	0.010752688172043	0.00716845878136201	0.021505376344086	0.017921146953405	0.014336917562724	3.64285714285714	1.09803921568627	0.549019607843137	0.823529411764706	0.823529411764706	3.01960784313725	0.274509803921569	0	0	1.92156862745098	0.823529411764706	0.549019607843137	1.64705882352941	1.37254901960784	1.09803921568627	FALSE
2726.fa	23	1	0	4	17	0	0	0	1	4	1	7	2	12	JC8.10	553	JC8.10	JC8.10	unc-26	0.0415913200723327	0.00180831826401447	0	0.00723327305605787	0.0307414104882459	0	0	0	0.00180831826401447	0.00723327305605787	0.00180831826401447	0.0126582278481013	0.00361663652802893	0.0216998191681736	5.14285714285714	4.47222222222222	0.194444444444444	0	0.777777777777778	3.30555555555556	0	0	0	0.194444444444444	0.777777777777778	0.194444444444444	1.36111111111111	0.388888888888889	2.33333333333333	FALSE
2727.fa	18	0	13	6	5	0	1	1	5	3	9	2	9	32	C25G4.5	1101	C25G4.5	C25G4.5	dpy-26	0.0163487738419619	0	0.0118074477747502	0.00544959128065395	0.00454132606721163	0	0.000908265213442325	0.000908265213442325	0.00454132606721163	0.00272479564032698	0.00817438692098093	0.00181653042688465	0.00817438692098093	0.0290644868301544	7.42857142857143	2.42307692307692	0	1.75	0.807692307692308	0.673076923076923	0	0.134615384615385	0.134615384615385	0.673076923076923	0.403846153846154	1.21153846153846	0.269230769230769	1.21153846153846	4.30769230769231	FALSE
2728.fa	5	3	1	6	19	0	0	0	0	2	14	14	0	13	R04B3.3	459	R04B3.3	R04B3.3	R04B3.3	0.0108932461873638	0.0065359477124183	0.00217864923747277	0.0130718954248366	0.0413943355119826	0	0	0	0	0.00435729847494553	0.0305010893246187	0.0305010893246187	0	0.028322440087146	5.5	0.909090909090909	0.545454545454545	0.181818181818182	1.09090909090909	3.45454545454545	0	0	0	0	0.363636363636364	2.54545454545455	2.54545454545455	0	2.36363636363636	FALSE
2729.fa	5	2	2	9	5	0	1	0	2	1	5	5	5	6	C56G2.4	357	C56G2.4	C56G2.4	C56G2.4	0.0140056022408964	0.00560224089635854	0.00560224089635854	0.0252100840336134	0.0140056022408964	0	0.00280112044817927	0	0.00560224089635854	0.00280112044817927	0.0140056022408964	0.0140056022408964	0.0140056022408964	0.0168067226890756	3.42857142857143	1.45833333333333	0.583333333333333	0.583333333333333	2.625	1.45833333333333	0	0.291666666666667	0	0.583333333333333	0.291666666666667	1.45833333333333	1.45833333333333	1.45833333333333	1.75	FALSE
273.fa	7	0	5	0	4	0	0	2	0	0	4	0	0	8	R186.7	248	R186.7	R186.7	pnn-1	0.0282258064516129	0	0.0201612903225806	0	0.0161290322580645	0	0	0.00806451612903226	0	0	0.0161290322580645	0	0	0.032258064516129	2.14285714285714	3.26666666666667	0	2.33333333333333	0	1.86666666666667	0	0	0.933333333333333	0	0	1.86666666666667	0	0	3.73333333333333	FALSE
2730.fa	2	1	3	2	11	3	2	0	3	2	1	2	1	3	M01F1.3	353	M01F1.3	M01F1.3	lias-1	0.0056657223796034	0.0028328611898017	0.0084985835694051	0.0056657223796034	0.0311614730878187	0.0084985835694051	0.0056657223796034	0	0.0084985835694051	0.0056657223796034	0.0028328611898017	0.0056657223796034	0.0028328611898017	0.0084985835694051	2.57142857142857	0.777777777777778	0.388888888888889	1.16666666666667	0.777777777777778	4.27777777777778	1.16666666666667	0.777777777777778	0	1.16666666666667	0.777777777777778	0.388888888888889	0.777777777777778	0.388888888888889	1.16666666666667	FALSE
2731.fa	1	0	1	1	2	0	0	0	1	0	1	0	0	4	C07B5.6	121	C07B5.6	C07B5.6	C07B5.6	0.00826446280991736	0	0.00826446280991736	0.00826446280991736	0.0165289256198347	0	0	0	0.00826446280991736	0	0.00826446280991736	0	0	0.0330578512396694	0.785714285714286	1.27272727272727	0	1.27272727272727	1.27272727272727	2.54545454545455	0	0	0	1.27272727272727	0	1.27272727272727	0	0	5.09090909090909	FALSE
2732.fa	3	2	4	14	32	0	0	0	2	1	4	11	4	20	F02C12.1	758	F02C12.1	F02C12.1	F02C12.1	0.00395778364116095	0.00263852242744063	0.00527704485488127	0.0184696569920844	0.0422163588390501	0	0	0	0.00263852242744063	0.00131926121372032	0.00527704485488127	0.0145118733509235	0.00527704485488127	0.0263852242744063	6.92857142857143	0.432989690721649	0.288659793814433	0.577319587628866	2.02061855670103	4.61855670103093	0	0	0	0.288659793814433	0.144329896907216	0.577319587628866	1.58762886597938	0.577319587628866	2.88659793814433	FALSE
2733.fa	0	0	1	11	18	0	0	1	0	1	1	0	0	0	K10C8.2	198	K10C8.2	K10C8.2	frpr-15	0	0	0.00505050505050505	0.0555555555555556	0.0909090909090909	0	0	0.00505050505050505	0	0.00505050505050505	0.00505050505050505	0	0	0	2.35714285714286	0	0	0.424242424242424	4.66666666666667	7.63636363636364	0	0	0.424242424242424	0	0.424242424242424	0.424242424242424	0	0	0	TRUE
2734.fa	1	0	0	6	13	0	0	0	3	5	1	0	2	7	T27A10.3	340	T27A10.3	T27A10.3	ckc-1	0.00294117647058824	0	0	0.0176470588235294	0.0382352941176471	0	0	0	0.00882352941176471	0.0147058823529412	0.00294117647058824	0	0.00588235294117647	0.0205882352941176	2.71428571428571	0.368421052631579	0	0	2.21052631578947	4.78947368421053	0	0	0	1.10526315789474	1.84210526315789	0.368421052631579	0	0.736842105263158	2.57894736842105	FALSE
2735.fa	20	9	32	57	43	5	5	2	10	15	8	47	20	97	ZC116.3	2853	ZC116.3	ZC116.3	cubn-1	0.00701016473887136	0.00315457413249211	0.0112162635821942	0.0199789695057834	0.0150718541885734	0.00175254118471784	0.00175254118471784	0.000701016473887136	0.00350508236943568	0.00525762355415352	0.00280406589554855	0.0164738871363477	0.00701016473887136	0.0339992989835261	26.4285714285714	0.756756756756757	0.340540540540541	1.21081081081081	2.15675675675676	1.62702702702703	0.189189189189189	0.189189189189189	0.0756756756756757	0.378378378378378	0.567567567567568	0.302702702702703	1.77837837837838	0.756756756756757	3.67027027027027	FALSE
2736.fa	3	0	2	6	34	1	0	0	0	0	0	0	0	5	Y54F10AR.1	264	Y54F10AR.1	Y54F10AR.1	Y54F10AR.1	0.0113636363636364	0	0.00757575757575758	0.0227272727272727	0.128787878787879	0.00378787878787879	0	0	0	0	0	0	0	0.0189393939393939	3.64285714285714	0.823529411764706	0	0.549019607843137	1.64705882352941	9.33333333333333	0.274509803921569	0	0	0	0	0	0	0	1.37254901960784	TRUE
2737.fa	0	0	3	4	2	0	0	0	2	0	0	1	0	1	Y39E4B.8	195	Y39E4B.8	Y39E4B.8	zig-8	0	0	0.0153846153846154	0.0205128205128205	0.0102564102564103	0	0	0	0.0102564102564103	0	0	0.00512820512820513	0	0.00512820512820513	0.928571428571429	0	0	3.23076923076923	4.30769230769231	2.15384615384615	0	0	0	2.15384615384615	0	0	1.07692307692308	0	1.07692307692308	FALSE
2738.fa	2	1	0	0	5	0	0	0	1	5	8	8	2	4	C44B7.3	326	C44B7.3	C44B7.3	aff-1	0.00613496932515337	0.00306748466257669	0	0	0.0153374233128834	0	0	0	0.00306748466257669	0.0153374233128834	0.0245398773006135	0.0245398773006135	0.00613496932515337	0.0122699386503067	2.57142857142857	0.777777777777778	0.388888888888889	0	0	1.94444444444444	0	0	0	0.388888888888889	1.94444444444444	3.11111111111111	3.11111111111111	0.777777777777778	1.55555555555556	FALSE
2739.fa	3	0	3	6	14	0	1	0	0	0	0	6	1	11	W01C9.3	311	W01C9.3	W01C9.3	pqn-73	0.00964630225080386	0	0.00964630225080386	0.0192926045016077	0.045016077170418	0	0.00321543408360129	0	0	0	0	0.0192926045016077	0.00321543408360129	0.0353697749196141	3.21428571428571	0.933333333333333	0	0.933333333333333	1.86666666666667	4.35555555555556	0	0.311111111111111	0	0	0	0	1.86666666666667	0.311111111111111	3.42222222222222	FALSE
274.fa	5	1	0	1	7	0	0	0	3	2	0	0	0	18	F01D4.4	452	F01D4.4	F01D4.4	egl-21	0.0110619469026549	0.00221238938053097	0	0.00221238938053097	0.0154867256637168	0	0	0	0.00663716814159292	0.00442477876106195	0	0	0	0.0398230088495575	2.64285714285714	1.89189189189189	0.378378378378378	0	0.378378378378378	2.64864864864865	0	0	0	1.13513513513514	0.756756756756757	0	0	0	6.81081081081081	FALSE
2740.fa	17	2	2	8	6	0	0	0	0	1	3	0	0	22	F37A4.7	601	F37A4.7	F37A4.7	rbf-1	0.0282861896838602	0.00332778702163062	0.00332778702163062	0.0133111480865225	0.00998336106489185	0	0	0	0	0.00166389351081531	0.00499168053244592	0	0	0.0366056572379368	4.35714285714286	3.9016393442623	0.459016393442623	0.459016393442623	1.83606557377049	1.37704918032787	0	0	0	0	0.229508196721312	0.688524590163935	0	0	5.04918032786885	FALSE
2741.fa	2	3	4	1	9	0	1	0	2	1	1	1	4	8	F32A5.3	513	F32A5.3	F32A5.3	ctsa-3.1	0.00389863547758285	0.00584795321637427	0.00779727095516569	0.00194931773879142	0.0175438596491228	0	0.00194931773879142	0	0.00389863547758285	0.00194931773879142	0.00194931773879142	0.00194931773879142	0.00779727095516569	0.0155945419103314	2.64285714285714	0.756756756756757	1.13513513513514	1.51351351351351	0.378378378378378	3.40540540540541	0	0.378378378378378	0	0.756756756756757	0.378378378378378	0.378378378378378	0.378378378378378	1.51351351351351	3.02702702702703	FALSE
2742.fa	6	0	0	4	2	0	0	0	1	0	0	0	0	7	F31E8.2	414	F31E8.2	F31E8.2	snt-1	0.0144927536231884	0	0	0.00966183574879227	0.00483091787439614	0	0	0	0.00241545893719807	0	0	0	0	0.0169082125603865	1.42857142857143	4.2	0	0	2.8	1.4	0	0	0	0.7	0	0	0	0	4.9	FALSE
2743.fa	3	0	2	1	3	0	0	0	0	2	0	3	2	4	F26B1.7	215	F26B1.7	F26B1.7	let-381	0.013953488372093	0	0.00930232558139535	0.00465116279069767	0.013953488372093	0	0	0	0	0.00930232558139535	0	0.013953488372093	0.00930232558139535	0.0186046511627907	1.42857142857143	2.1	0	1.4	0.7	2.1	0	0	0	0	1.4	0	2.1	1.4	2.8	FALSE
2744.fa	13	2	1	5	9	1	1	0	1	1	2	1	1	6	F46F3.2	525	F46F3.2	F46F3.2	lgc-44	0.0247619047619048	0.00380952380952381	0.0019047619047619	0.00952380952380952	0.0171428571428571	0.0019047619047619	0.0019047619047619	0	0.0019047619047619	0.0019047619047619	0.00380952380952381	0.0019047619047619	0.0019047619047619	0.0114285714285714	3.14285714285714	4.13636363636364	0.636363636363636	0.318181818181818	1.59090909090909	2.86363636363636	0.318181818181818	0.318181818181818	0	0.318181818181818	0.318181818181818	0.636363636363636	0.318181818181818	0.318181818181818	1.90909090909091	FALSE
2745.fa	10	1	2	13	43	1	0	1	2	1	1	20	11	6	F44E2.4	1116	F44E2.4	F44E2.4	F44E2.4	0.00896057347670251	0.000896057347670251	0.0017921146953405	0.0116487455197133	0.0385304659498208	0.000896057347670251	0	0.000896057347670251	0.0017921146953405	0.000896057347670251	0.000896057347670251	0.017921146953405	0.00985663082437276	0.00537634408602151	8	1.25	0.125	0.25	1.625	5.375	0.125	0	0.125	0.25	0.125	0.125	2.5	1.375	0.75	FALSE
2746.fa	1	2	1	6	4	0	0	0	1	2	3	2	1	3	Y48E1C.2	282	Y48E1C.2	Y48E1C.2	Y48E1C.2	0.00354609929078014	0.00709219858156028	0.00354609929078014	0.0212765957446809	0.0141843971631206	0	0	0	0.00354609929078014	0.00709219858156028	0.0106382978723404	0.00709219858156028	0.00354609929078014	0.0106382978723404	1.85714285714286	0.538461538461538	1.07692307692308	0.538461538461538	3.23076923076923	2.15384615384615	0	0	0	0.538461538461538	1.07692307692308	1.61538461538462	1.07692307692308	0.538461538461538	1.61538461538462	FALSE
2747.fa	4	0	3	4	6	1	0	1	1	0	1	1	3	4	T05F1.9	274	T05F1.9	T05F1.9	T05F1.9	0.0145985401459854	0	0.0109489051094891	0.0145985401459854	0.0218978102189781	0.00364963503649635	0	0.00364963503649635	0.00364963503649635	0	0.00364963503649635	0.00364963503649635	0.0109489051094891	0.0145985401459854	2.07142857142857	1.93103448275862	0	1.44827586206897	1.93103448275862	2.89655172413793	0.482758620689655	0	0.482758620689655	0.482758620689655	0	0.482758620689655	0.482758620689655	1.44827586206897	1.93103448275862	FALSE
2749.fa	10	2	6	19	15	0	0	2	3	5	4	8	8	18	B0035.12	779	B0035.12	B0035.12	sart-3	0.0128369704749679	0.00256739409499358	0.00770218228498074	0.024390243902439	0.0192554557124519	0	0	0.00256739409499358	0.00385109114249037	0.00641848523748395	0.00513478818998716	0.0102695763799743	0.0102695763799743	0.0231065468549422	7.14285714285714	1.4	0.28	0.84	2.66	2.1	0	0	0.28	0.42	0.7	0.56	1.12	1.12	2.52	FALSE
275.fa	1	0	0	1	3	0	0	0	1	0	0	7	1	2	F35D11.10	172	F35D11.10	F35D11.10	clec-139	0.00581395348837209	0	0	0.00581395348837209	0.0174418604651163	0	0	0	0.00581395348837209	0	0	0.0406976744186047	0.00581395348837209	0.0116279069767442	1.14285714285714	0.875	0	0	0.875	2.625	0	0	0	0.875	0	0	6.125	0.875	1.75	FALSE
2750.fa	0	1	2	7	14	2	0	1	1	0	2	1	0	12	D1053.3	241	D1053.3	D1053.3	D1053.3	0	0.004149377593361	0.00829875518672199	0.029045643153527	0.0580912863070539	0.00829875518672199	0	0.004149377593361	0.004149377593361	0	0.00829875518672199	0.004149377593361	0	0.0497925311203319	3.07142857142857	0	0.325581395348837	0.651162790697674	2.27906976744186	4.55813953488372	0.651162790697674	0	0.325581395348837	0.325581395348837	0	0.651162790697674	0.325581395348837	0	3.90697674418605	TRUE
2751.fa	1	0	2	16	11	0	0	1	1	0	4	1	1	4	C14H10.3	683	C14H10.3	C14H10.3	C14H10.3	0.00146412884333821	0	0.00292825768667643	0.0234260614934114	0.0161054172767204	0	0	0.00146412884333821	0.00146412884333821	0	0.00585651537335286	0.00146412884333821	0.00146412884333821	0.00585651537335286	3	0.333333333333333	0	0.666666666666667	5.33333333333333	3.66666666666667	0	0	0.333333333333333	0.333333333333333	0	1.33333333333333	0.333333333333333	0.333333333333333	1.33333333333333	FALSE
2752.fa	2	2	0	4	20	6	2	0	2	0	0	0	0	1	C02C2.1	365	C02C2.1	C02C2.1	tyr-1	0.00547945205479452	0.00547945205479452	0	0.010958904109589	0.0547945205479452	0.0164383561643836	0.00547945205479452	0	0.00547945205479452	0	0	0	0	0.00273972602739726	2.78571428571429	0.717948717948718	0.717948717948718	0	1.43589743589744	7.17948717948718	2.15384615384615	0.717948717948718	0	0.717948717948718	0	0	0	0	0.358974358974359	FALSE
2753.fa	1	0	1	5	9	0	0	0	0	0	2	0	1	3	Y53C12C.1	167	Y53C12C.1	Y53C12C.1	eyg-1	0.00598802395209581	0	0.00598802395209581	0.029940119760479	0.0538922155688623	0	0	0	0	0	0.0119760479041916	0	0.00598802395209581	0.0179640718562874	1.57142857142857	0.636363636363636	0	0.636363636363636	3.18181818181818	5.72727272727273	0	0	0	0	0	1.27272727272727	0	0.636363636363636	1.90909090909091	FALSE
2754.fa	3	0	3	15	29	1	3	0	2	5	1	2	0	14	M01F1.4	782	M01F1.4	M01F1.4	M01F1.4	0.00383631713554987	0	0.00383631713554987	0.0191815856777494	0.0370843989769821	0.00127877237851662	0.00383631713554987	0	0.00255754475703325	0.00639386189258312	0.00127877237851662	0.00255754475703325	0	0.0179028132992327	5.57142857142857	0.538461538461538	0	0.538461538461538	2.69230769230769	5.20512820512821	0.179487179487179	0.538461538461538	0	0.358974358974359	0.897435897435897	0.179487179487179	0.358974358974359	0	2.51282051282051	FALSE
2755.fa	1	0	0	1	3	0	0	0	0	0	1	0	0	0	F17C8.4	190	F17C8.4	F17C8.4	ras-2	0.00526315789473684	0	0	0.00526315789473684	0.0157894736842105	0	0	0	0	0	0.00526315789473684	0	0	0	0.428571428571429	2.33333333333333	0	0	2.33333333333333	7	0	0	0	0	0	2.33333333333333	0	0	0	FALSE
2757.fa	2	0	14	2	10	0	2	0	1	1	2	4	4	13	Y105E8A.2	437	Y105E8A.2	Y105E8A.2	Y105E8A.2	0.0045766590389016	0	0.0320366132723112	0.0045766590389016	0.022883295194508	0	0.0045766590389016	0	0.0022883295194508	0.0022883295194508	0.0045766590389016	0.0091533180778032	0.0091533180778032	0.0297482837528604	3.92857142857143	0.509090909090909	0	3.56363636363636	0.509090909090909	2.54545454545455	0	0.509090909090909	0	0.254545454545455	0.254545454545455	0.509090909090909	1.01818181818182	1.01818181818182	3.30909090909091	FALSE
2758.fa	2	0	1	0	3	1	0	0	1	1	4	2	4	2	H20J04.9	170	H20J04.9	H20J04.9	H20J04.9	0.0117647058823529	0	0.00588235294117647	0	0.0176470588235294	0.00588235294117647	0	0	0.00588235294117647	0.00588235294117647	0.0235294117647059	0.0117647058823529	0.0235294117647059	0.0117647058823529	1.5	1.33333333333333	0	0.666666666666667	0	2	0.666666666666667	0	0	0.666666666666667	0.666666666666667	2.66666666666667	1.33333333333333	2.66666666666667	1.33333333333333	FALSE
2759.fa	6	0	2	1	3	0	0	0	1	0	0	3	1	2	F39H11.1	175	F39H11.1	F39H11.1	F39H11.1	0.0342857142857143	0	0.0114285714285714	0.00571428571428571	0.0171428571428571	0	0	0	0.00571428571428571	0	0	0.0171428571428571	0.00571428571428571	0.0114285714285714	1.35714285714286	4.42105263157895	0	1.47368421052632	0.736842105263158	2.21052631578947	0	0	0	0.736842105263158	0	0	2.21052631578947	0.736842105263158	1.47368421052632	FALSE
276.fa	1	0	0	0	3	0	0	0	37	0	2	0	0	1	Y105C5B.28	323	Y105C5B.28	Y105C5B.28	gln-3	0.00309597523219814	0	0	0	0.00928792569659443	0	0	0	0.114551083591331	0	0.00619195046439629	0	0	0.00309597523219814	3.14285714285714	0.318181818181818	0	0	0	0.954545454545455	0	0	0	11.7727272727273	0	0.636363636363636	0	0	0.318181818181818	FALSE
2760.fa	9	4	4	29	83	1	1	2	10	2	1	7	3	25	F42C5.10	916	F42C5.10	F42C5.10	ifo-1	0.00982532751091703	0.00436681222707424	0.00436681222707424	0.0316593886462882	0.0906113537117904	0.00109170305676856	0.00109170305676856	0.00218340611353712	0.0109170305676856	0.00218340611353712	0.00109170305676856	0.00764192139737991	0.00327510917030568	0.027292576419214	12.9285714285714	0.696132596685083	0.30939226519337	0.30939226519337	2.24309392265193	6.41988950276243	0.0773480662983425	0.0773480662983425	0.154696132596685	0.773480662983425	0.154696132596685	0.0773480662983425	0.541436464088398	0.232044198895028	1.93370165745856	TRUE
