Orthogroup	briggsae	elegans	inopinata	nigoni	remanei
OG0025451					KAF1749475.1
OG0025452					KAF1749508.1
OG0025453					KAF1749509.1
OG0025454					KAF1749511.1
OG0025455					KAF1749521.1
OG0025456					KAF1749531.1
OG0025457					KAF1749534.1
OG0025458					KAF1749552.1
OG0025459					KAF1749566.1
OG0025460					KAF1749567.1
OG0025461					KAF1749569.1
OG0025462					KAF1749574.1
OG0025463					KAF1749576.1
OG0025464					KAF1749580.1
OG0025465					KAF1749598.1
OG0025466					KAF1749599.1
OG0025467					KAF1749600.1
OG0025468					KAF1749604.1
OG0025469					KAF1749611.1
OG0025470					KAF1749612.1
OG0025471					KAF1749614.1
OG0025472					KAF1749617.1
OG0025473					KAF1749618.1
OG0025474					KAF1749619.1
OG0025475					KAF1749625.1
OG0025476					KAF1749635.1
OG0025477					KAF1749637.1
OG0025478					KAF1749657.1
OG0025479					KAF1749660.1
OG0025480					KAF1749663.1
OG0025481					KAF1749664.1
OG0025482					KAF1749665.1
OG0025483					KAF1749666.1
OG0025484					KAF1749667.1
OG0025485					KAF1749674.1
OG0025486					KAF1749675.1
OG0025487					KAF1749676.1
OG0025488					KAF1749677.1
OG0025489					KAF1749678.1
OG0025490					KAF1749682.1
OG0025491					KAF1749683.1
OG0025492					KAF1749690.1
OG0025493					KAF1749691.1
OG0025494					KAF1749692.1
OG0025495					KAF1749693.1
OG0025496					KAF1749695.1
OG0025497					KAF1749697.1
OG0025498					KAF1749701.1
OG0025499					KAF1749702.1
OG0025500					KAF1749704.1
OG0025501					KAF1749706.1
OG0025502					KAF1749712.1
OG0025503					KAF1749713.1
OG0025504					KAF1749714.1
OG0025505					KAF1749718.1
OG0025506					KAF1749740.1
OG0025507					KAF1749744.1
OG0025508					KAF1749768.1
OG0025509					KAF1749794.1
OG0025510					KAF1749810.1
OG0025511					KAF1749838.1
OG0025512					KAF1749848.1
OG0025513					KAF1749860.1
OG0025514					KAF1749862.1
OG0025515					KAF1749867.1
OG0025516					KAF1749893.1
OG0025517					KAF1749894.1
OG0025518					KAF1749895.1
OG0025519					KAF1749919.1
OG0025520					KAF1749921.1
OG0025521					KAF1749925.1
OG0025522					KAF1749991.1
OG0025523					KAF1749993.1
OG0025524					KAF1749997.1
OG0025525					KAF1750029.1
OG0025526					KAF1750046.1
OG0025527					KAF1750082.1
OG0025528					KAF1750110.1
OG0025529					KAF1750115.1
OG0025530					KAF1750119.1
OG0025531					KAF1750123.1
OG0025532					KAF1750139.1
OG0025533					KAF1750152.1
OG0025534					KAF1750159.1
OG0025535					KAF1750162.1
OG0025536					KAF1750164.1
OG0025537					KAF1750173.1
OG0025538					KAF1750224.1
OG0025539					KAF1750227.1
OG0025540					KAF1750230.1
OG0025541					KAF1750255.1
OG0025542					KAF1750288.1
OG0025543					KAF1750296.1
OG0025544					KAF1750298.1
OG0025545					KAF1750302.1
OG0025546					KAF1750305.1
OG0025547					KAF1750306.1
OG0025548					KAF1750309.1
OG0025549					KAF1750311.1
OG0025550					KAF1750330.1
OG0025551					KAF1750342.1
OG0025552					KAF1750344.1
OG0025553					KAF1750348.1
OG0025554					KAF1750349.1
OG0025555					KAF1750357.1
OG0025556					KAF1750383.1
OG0025557					KAF1750385.1
OG0025558					KAF1750387.1
OG0025559					KAF1750395.1
OG0025560					KAF1750402.1
OG0025561					KAF1750404.1
OG0025562					KAF1750406.1
OG0025563					KAF1750418.1
OG0025564					KAF1750431.1
OG0025565					KAF1750435.1
OG0025566					KAF1750437.1
OG0025567					KAF1750490.1
OG0025568					KAF1750493.1
OG0025569					KAF1750497.1
OG0025570					KAF1750499.1
OG0025571					KAF1750500.1
OG0025572					KAF1750502.1
OG0025573					KAF1750503.1
OG0025574					KAF1750504.1
OG0025575					KAF1750505.1
OG0025576					KAF1750506.1
OG0025577					KAF1750509.1
OG0025578					KAF1750522.1
OG0025579					KAF1750530.1
OG0025580					KAF1750544.1
OG0025581					KAF1750561.1
OG0025582					KAF1750566.1
OG0025583					KAF1750575.1
OG0025584					KAF1750578.1
OG0025585					KAF1750607.1
OG0025586					KAF1750629.1
OG0025587					KAF1750633.1
OG0025588					KAF1750638.1
OG0025589					KAF1750639.1
OG0025590					KAF1750640.1
OG0025591					KAF1750643.1
OG0025592					KAF1750647.1
OG0025593					KAF1750661.1
OG0025594					KAF1750691.1
OG0025595					KAF1750696.1
OG0025596					KAF1750699.1
OG0025597					KAF1750713.1
OG0025598					KAF1750715.1
OG0025599					KAF1750733.1
OG0025600					KAF1750742.1
OG0025601					KAF1750744.1
OG0025602					KAF1750745.1
OG0025603					KAF1750746.1
OG0025604					KAF1750748.1
OG0025605					KAF1750776.1
OG0025606					KAF1750783.1
OG0025607					KAF1750803.1
OG0025608					KAF1750804.1
OG0025609					KAF1750821.1
OG0025610					KAF1750829.1
OG0025611					KAF1750847.1
OG0025612					KAF1750848.1
OG0025613					KAF1750860.1
OG0025614					KAF1750869.1
OG0025615					KAF1750889.1
OG0025616					KAF1750893.1
OG0025617					KAF1750899.1
OG0025618					KAF1750917.1
OG0025619					KAF1750928.1
OG0025620					KAF1750952.1
OG0025621					KAF1750953.1
OG0025622					KAF1750970.1
OG0025623					KAF1750981.1
OG0025624					KAF1751005.1
OG0025625					KAF1751012.1
OG0025626					KAF1751039.1
OG0025627					KAF1751054.1
OG0025628					KAF1751115.1
OG0025629					KAF1751132.1
OG0025630					KAF1751148.1
OG0025631					KAF1751152.1
OG0025632					KAF1751207.1
OG0025633					KAF1751210.1
OG0025634					KAF1751217.1
OG0025635					KAF1751224.1
OG0025636					KAF1751263.1
OG0025637					KAF1751276.1
OG0025638					KAF1751280.1
OG0025639					KAF1751296.1
OG0025640					KAF1751301.1
OG0025641					KAF1751309.1
OG0025642					KAF1751324.1
OG0025643					KAF1751327.1
OG0025644					KAF1751329.1
OG0025645					KAF1751330.1
OG0025646					KAF1751355.1
OG0025647					KAF1751371.1
OG0025648					KAF1751384.1
OG0025649					KAF1751388.1
OG0025650					KAF1751406.1
OG0025651					KAF1751422.1
OG0025652					KAF1751429.1
OG0025653					KAF1751439.1
OG0025654					KAF1751442.1
OG0025655					KAF1751447.1
OG0025656					KAF1751467.1
OG0025657					KAF1751484.1
OG0025658					KAF1751503.1
OG0025659					KAF1751509.1
OG0025660					KAF1751515.1
OG0025661					KAF1751520.1
OG0025662					KAF1751532.1
OG0025663					KAF1751537.1
OG0025664					KAF1751557.1
OG0025665					KAF1751575.1
OG0025666					KAF1751581.1
OG0025667					KAF1751582.1
OG0025668					KAF1751592.1
OG0025669					KAF1751596.1
OG0025670					KAF1751625.1
OG0025671					KAF1751631.1
OG0025672					KAF1751649.1
OG0025673					KAF1751669.1
OG0025674					KAF1751688.1
OG0025675					KAF1751700.1
OG0025676					KAF1751712.1
OG0025677					KAF1751718.1
OG0025678					KAF1751720.1
OG0025679					KAF1751730.1
OG0025680					KAF1751747.1
OG0025681					KAF1751772.1
OG0025682					KAF1751774.1
OG0025683					KAF1751780.1
OG0025684					KAF1751787.1
OG0025685					KAF1751788.1
OG0025686					KAF1751802.1
OG0025687					KAF1751805.1
OG0025688					KAF1751807.1
OG0025689					KAF1751823.1
OG0025690					KAF1751849.1
OG0025691					KAF1751898.1
OG0025692					KAF1751902.1
OG0025693					KAF1751918.1
OG0025694					KAF1751947.1
OG0025695					KAF1751953.1
OG0025696					KAF1751966.1
OG0025697					KAF1751982.1
OG0025698					KAF1752006.1
OG0025699					KAF1752007.1
OG0025700					KAF1752015.1
OG0025701					KAF1752041.1
OG0025702					KAF1752080.1
OG0025703					KAF1752100.1
OG0025704					KAF1752108.1
OG0025705					KAF1752126.1
OG0025706					KAF1752149.1
OG0025707					KAF1752164.1
OG0025708					KAF1752199.1
OG0025709					KAF1752221.1
OG0025710					KAF1752230.1
OG0025711					KAF1752248.1
OG0025712					KAF1752251.1
OG0025713					KAF1752259.1
OG0025714					KAF1752280.1
OG0025715					KAF1752283.1
OG0025716					KAF1752357.1
OG0025717					KAF1752361.1
OG0025718					KAF1752362.1
OG0025719					KAF1752372.1
OG0025720					KAF1752377.1
OG0025721					KAF1752390.1
OG0025722					KAF1752404.1
OG0025723					KAF1752437.1
OG0025724					KAF1752438.1
OG0025725					KAF1752441.1
OG0025726					KAF1752442.1
OG0025727					KAF1752477.1
OG0025728					KAF1752479.1
OG0025729					KAF1752499.1
OG0025730					KAF1752511.1
OG0025731					KAF1752515.1
OG0025732					KAF1752516.1
OG0025733					KAF1752524.1
OG0025734					KAF1752525.1
OG0025735					KAF1752530.1
OG0025736					KAF1752551.1
OG0025737					KAF1752586.1
OG0025738					KAF1752609.1
OG0025739					KAF1752613.1
OG0025740					KAF1752614.1
OG0025741					KAF1752650.1
OG0025742					KAF1752655.1
OG0025743					KAF1752675.1
OG0025744					KAF1752679.1
OG0025745					KAF1752683.1
OG0025746					KAF1752695.1
OG0025747					KAF1752716.1
OG0025748					KAF1752736.1
OG0025749					KAF1752745.1
OG0025750					KAF1752770.1
OG0025751					KAF1752804.1
OG0025752					KAF1752813.1
OG0025753					KAF1752818.1
OG0025754					KAF1752819.1
OG0025755					KAF1752820.1
OG0025756					KAF1752841.1
OG0025757					KAF1752842.1
OG0025758					KAF1752853.1
OG0025759					KAF1752868.1
OG0025760					KAF1752870.1
OG0025761					KAF1752874.1
OG0025762					KAF1752875.1
OG0025763					KAF1752877.1
OG0025764					KAF1752879.1
OG0025765					KAF1752880.1
OG0025766					KAF1752889.1
OG0025767					KAF1752944.1
OG0025768					KAF1752959.1
OG0025769					KAF1752991.1
OG0025770					KAF1752995.1
OG0025771					KAF1752997.1
OG0025772					KAF1753007.1
OG0025773					KAF1753011.1
OG0025774					KAF1753013.1
OG0025775					KAF1753021.1
OG0025776					KAF1753025.1
OG0025777					KAF1753026.1
OG0025778					KAF1753027.1
OG0025779					KAF1753057.1
OG0025780					KAF1753063.1
OG0025781					KAF1753064.1
OG0025782					KAF1753066.1
OG0025783					KAF1753068.1
OG0025784					KAF1753088.1
OG0025785					KAF1753091.1
OG0025786					KAF1753092.1
OG0025787					KAF1753095.1
OG0025788					KAF1753097.1
OG0025789					KAF1753117.1
OG0025790					KAF1753125.1
OG0025791					KAF1753126.1
OG0025792					KAF1753131.1
OG0025793					KAF1753145.1
OG0025794					KAF1753147.1
OG0025795					KAF1753164.1
OG0025796					KAF1753165.1
OG0025797					KAF1753167.1
OG0025798					KAF1753175.1
OG0025799					KAF1753182.1
OG0025800					KAF1753193.1
OG0025801					KAF1753199.1
OG0025802					KAF1753219.1
OG0025803					KAF1753220.1
OG0025804					KAF1753221.1
OG0025805					KAF1753222.1
OG0025806					KAF1753226.1
OG0025807					KAF1753227.1
OG0025808					KAF1753228.1
OG0025809					KAF1753229.1
OG0025810					KAF1753236.1
OG0025811					KAF1753240.1
OG0025812					KAF1753242.1
OG0025813					KAF1753269.1
OG0025814					KAF1753274.1
OG0025815					KAF1753295.1
OG0025816					KAF1753305.1
OG0025817					KAF1753312.1
OG0025818					KAF1753313.1
OG0025819					KAF1753314.1
OG0025820					KAF1753315.1
OG0025821					KAF1753317.1
OG0025822					KAF1753320.1
OG0025823					KAF1753329.1
OG0025824					KAF1753330.1
OG0025825					KAF1753338.1
OG0025826					KAF1753340.1
OG0025827					KAF1753342.1
OG0025828					KAF1753364.1
OG0025829					KAF1753370.1
OG0025830					KAF1753380.1
OG0025831					KAF1753386.1
OG0025832					KAF1753398.1
OG0025833					KAF1753415.1
OG0025834					KAF1753427.1
OG0025835					KAF1753460.1
OG0025836					KAF1753461.1
OG0025837					KAF1753466.1
OG0025838					KAF1753467.1
OG0025839					KAF1753494.1
OG0025840					KAF1753550.1
OG0025841					KAF1753568.1
OG0025842					KAF1753570.1
OG0025843					KAF1753573.1
OG0025844					KAF1753591.1
OG0025845					KAF1753609.1
OG0025846					KAF1753638.1
OG0025847					KAF1753642.1
OG0025848					KAF1753648.1
OG0025849					KAF1753650.1
OG0025850					KAF1753668.1
OG0025851					KAF1753669.1
OG0025852					KAF1753673.1
OG0025853					KAF1753674.1
OG0025854					KAF1753684.1
OG0025855					KAF1753704.1
OG0025856					KAF1753706.1
OG0025857					KAF1753717.1
OG0025858					KAF1753738.1
OG0025859					KAF1753751.1
OG0025860					KAF1753770.1
OG0025861					KAF1753777.1
OG0025862					KAF1753788.1
OG0025863					KAF1753791.1
OG0025864					KAF1753795.1
OG0025865					KAF1753801.1
OG0025866					KAF1753804.1
OG0025867					KAF1753805.1
OG0025868					KAF1753810.1
OG0025869					KAF1753834.1
OG0025870					KAF1753837.1
OG0025871					KAF1753846.1
OG0025872					KAF1753877.1
OG0025873					KAF1753879.1
OG0025874					KAF1753888.1
OG0025875					KAF1753900.1
OG0025876					KAF1753902.1
OG0025877					KAF1753906.1
OG0025878					KAF1753921.1
OG0025879					KAF1753931.1
OG0025880					KAF1753934.1
OG0025881					KAF1753938.1
OG0025882					KAF1753953.1
OG0025883					KAF1753958.1
OG0025884					KAF1753980.1
OG0025885					KAF1753999.1
OG0025886					KAF1754011.1
OG0025887					KAF1754016.1
OG0025888					KAF1754027.1
OG0025889					KAF1754056.1
OG0025890					KAF1754059.1
OG0025891					KAF1754090.1
OG0025892					KAF1754115.1
OG0025893					KAF1754120.1
OG0025894					KAF1754123.1
OG0025895					KAF1754147.1
OG0025896					KAF1754168.1
OG0025897					KAF1754172.1
OG0025898					KAF1754195.1
OG0025899					KAF1754201.1
OG0025900					KAF1754227.1
OG0025901					KAF1754228.1
OG0025902					KAF1754229.1
OG0025903					KAF1754233.1
OG0025904					KAF1754245.1
OG0025905					KAF1754298.1
OG0025906					KAF1754312.1
OG0025907					KAF1754402.1
OG0025908					KAF1754445.1
OG0025909					KAF1754456.1
OG0025910					KAF1754580.1
OG0025911					KAF1754585.1
OG0025912					KAF1754650.1
OG0025913					KAF1754667.1
OG0025914					KAF1754732.1
OG0025915					KAF1754733.1
OG0025916					KAF1754737.1
OG0025917					KAF1754766.1
OG0025918					KAF1754770.1
OG0025919					KAF1754778.1
OG0025920					KAF1754782.1
OG0025921					KAF1754788.1
OG0025922					KAF1754791.1
OG0025923					KAF1754886.1
OG0025924					KAF1754887.1
OG0025925					KAF1754927.1
OG0025926					KAF1754932.1
OG0025927					KAF1754953.1
OG0025928					KAF1754963.1
OG0025929					KAF1754968.1
OG0025930					KAF1754976.1
OG0025931					KAF1754987.1
OG0025932					KAF1754989.1
OG0025933					KAF1755003.1
OG0025934					KAF1755008.1
OG0025935					KAF1755023.1
OG0025936					KAF1755032.1
OG0025937					KAF1755045.1
OG0025938					KAF1755054.1
OG0025939					KAF1755070.1
OG0025940					KAF1755088.1
OG0025941					KAF1755125.1
OG0025942					KAF1755133.1
OG0025943					KAF1755140.1
OG0025944					KAF1755179.1
OG0025945					KAF1755191.1
OG0025946					KAF1755192.1
OG0025947					KAF1755193.1
OG0025948					KAF1755209.1
OG0025949					KAF1755223.1
OG0025950					KAF1755240.1
OG0025951					KAF1755250.1
OG0025952					KAF1755253.1
OG0025953					KAF1755255.1
OG0025954					KAF1755256.1
OG0025955					KAF1755273.1
OG0025956					KAF1755287.1
OG0025957					KAF1755301.1
OG0025958					KAF1755303.1
OG0025959					KAF1755322.1
OG0025960					KAF1755323.1
OG0025961					KAF1755325.1
OG0025962					KAF1755339.1
OG0025963					KAF1755341.1
OG0025964					KAF1755342.1
OG0025965					KAF1755344.1
OG0025966					KAF1755352.1
OG0025967					KAF1755357.1
OG0025968					KAF1755370.1
OG0025969					KAF1755372.1
OG0025970					KAF1755375.1
OG0025971					KAF1755397.1
OG0025972					KAF1755424.1
OG0025973					KAF1755483.1
OG0025974					KAF1755487.1
OG0025975					KAF1755488.1
OG0025976					KAF1755492.1
OG0025977					KAF1755540.1
OG0025978					KAF1755541.1
OG0025979					KAF1755543.1
OG0025980					KAF1755574.1
OG0025981					KAF1755588.1
OG0025982					KAF1755646.1
OG0025983					KAF1755651.1
OG0025984					KAF1755656.1
OG0025985					KAF1755673.1
OG0025986					KAF1755679.1
OG0025987					KAF1755681.1
OG0025988					KAF1755685.1
OG0025989					KAF1755704.1
OG0025990					KAF1755706.1
OG0025991					KAF1755707.1
OG0025992					KAF1755712.1
OG0025993					KAF1755727.1
OG0025994					KAF1755758.1
OG0025995					KAF1755784.1
OG0025996					KAF1755791.1
OG0025997					KAF1755800.1
OG0025998					KAF1755804.1
OG0025999					KAF1755811.1
OG0026000					KAF1755812.1
OG0026001					KAF1755828.1
OG0026002					KAF1755831.1
OG0026003					KAF1755835.1
OG0026004					KAF1755838.1
OG0026005					KAF1755877.1
OG0026006					KAF1755885.1
OG0026007					KAF1755892.1
OG0026008					KAF1755904.1
OG0026009					KAF1755936.1
OG0026010					KAF1755938.1
OG0026011					KAF1755939.1
OG0026012					KAF1755942.1
OG0026013					KAF1755953.1
OG0026014					KAF1756010.1
OG0026015					KAF1756028.1
OG0026016					KAF1756033.1
OG0026017					KAF1756050.1
OG0026018					KAF1756051.1
OG0026019					KAF1756099.1
OG0026020					KAF1756114.1
OG0026021					KAF1756116.1
OG0026022					KAF1756122.1
OG0026023					KAF1756124.1
OG0026024					KAF1756131.1
OG0026025					KAF1756142.1
OG0026026					KAF1756143.1
OG0026027					KAF1756152.1
OG0026028					KAF1756158.1
OG0026029					KAF1756159.1
OG0026030					KAF1756176.1
OG0026031					KAF1756207.1
OG0026032					KAF1756241.1
OG0026033					KAF1756257.1
OG0026034					KAF1756287.1
OG0026035					KAF1756288.1
OG0026036					KAF1756294.1
OG0026037					KAF1756306.1
OG0026038					KAF1756315.1
OG0026039					KAF1756335.1
OG0026040					KAF1756336.1
OG0026041					KAF1756337.1
OG0026042					KAF1756338.1
OG0026043					KAF1756355.1
OG0026044					KAF1756356.1
OG0026045					KAF1756402.1
OG0026046					KAF1756407.1
OG0026047					KAF1756412.1
OG0026048					KAF1756413.1
OG0026049					KAF1756417.1
OG0026050					KAF1756486.1
OG0026051					KAF1756524.1
OG0026052					KAF1756556.1
OG0026053					KAF1756557.1
OG0026054					KAF1756566.1
OG0026055					KAF1756568.1
OG0026056					KAF1756570.1
OG0026057					KAF1756580.1
OG0026058					KAF1756593.1
OG0026059					KAF1756604.1
OG0026060					KAF1756614.1
OG0026061					KAF1756618.1
OG0026062					KAF1756619.1
OG0026063					KAF1756625.1
OG0026064					KAF1756642.1
OG0026065					KAF1756651.1
OG0026066					KAF1756660.1
OG0026067					KAF1756664.1
OG0026068					KAF1756667.1
OG0026069					KAF1756670.1
OG0026070					KAF1756673.1
OG0026071					KAF1756698.1
OG0026072					KAF1756703.1
OG0026073					KAF1756723.1
OG0026074					KAF1756741.1
OG0026075					KAF1756743.1
OG0026076					KAF1756748.1
OG0026077					KAF1756762.1
OG0026078					KAF1756774.1
OG0026079					KAF1756782.1
OG0026080					KAF1756783.1
OG0026081					KAF1756785.1
OG0026082					KAF1756792.1
OG0026083					KAF1756794.1
OG0026084					KAF1756800.1
OG0026085					KAF1756802.1
OG0026086					KAF1756803.1
OG0026087					KAF1756808.1
OG0026088					KAF1756819.1
OG0026089					KAF1756846.1
OG0026090					KAF1756885.1
OG0026091					KAF1756901.1
OG0026092					KAF1756902.1
OG0026093					KAF1756911.1
OG0026094					KAF1756954.1
OG0026095					KAF1756963.1
OG0026096					KAF1756967.1
OG0026097					KAF1756969.1
OG0026098					KAF1756975.1
OG0026099					KAF1757000.1
OG0026100					KAF1757021.1
OG0026101					KAF1757053.1
OG0026102					KAF1757065.1
OG0026103					KAF1757074.1
OG0026104					KAF1757085.1
OG0026105					KAF1757140.1
OG0026106					KAF1757150.1
OG0026107					KAF1757177.1
OG0026108					KAF1757182.1
OG0026109					KAF1757187.1
OG0026110					KAF1757206.1
OG0026111					KAF1757213.1
OG0026112					KAF1757249.1
OG0026113					KAF1757266.1
OG0026114					KAF1757287.1
OG0026115					KAF1757297.1
OG0026116					KAF1757300.1
OG0026117					KAF1757301.1
OG0026118					KAF1757302.1
OG0026119					KAF1757310.1
OG0026120					KAF1757336.1
OG0026121					KAF1757337.1
OG0026122					KAF1757352.1
OG0026123					KAF1757354.1
OG0026124					KAF1757381.1
OG0026125					KAF1757408.1
OG0026126					KAF1757415.1
OG0026127					KAF1757481.1
OG0026128					KAF1757483.1
OG0026129					KAF1757523.1
OG0026130					KAF1757539.1
OG0026131					KAF1757547.1
OG0026132					KAF1757549.1
OG0026133					KAF1757554.1
OG0026134					KAF1757556.1
OG0026135					KAF1757585.1
OG0026136					KAF1757642.1
OG0026137					KAF1757657.1
OG0026138					KAF1757658.1
OG0026139					KAF1757659.1
OG0026140					KAF1757662.1
OG0026141					KAF1757751.1
OG0026142					KAF1757756.1
OG0026143					KAF1757761.1
OG0026144					KAF1757787.1
OG0026145					KAF1757791.1
OG0026146					KAF1757824.1
OG0026147					KAF1757908.1
OG0026148					KAF1757964.1
OG0026149					KAF1757996.1
OG0026150					KAF1758012.1
OG0026151					KAF1758014.1
OG0026152					KAF1758022.1
OG0026153					KAF1758116.1
OG0026154					KAF1758152.1
OG0026155					KAF1758159.1
OG0026156					KAF1758164.1
OG0026157					KAF1758171.1
OG0026158					KAF1758192.1
OG0026159					KAF1758193.1
OG0026160					KAF1758240.1
OG0026161					KAF1758246.1
OG0026162					KAF1758254.1
OG0026163					KAF1758261.1
OG0026164					KAF1758279.1
OG0026165					KAF1758305.1
OG0026166					KAF1758309.1
OG0026167					KAF1758311.1
OG0026168					KAF1758312.1
OG0026169					KAF1758362.1
OG0026170					KAF1758394.1
OG0026171					KAF1758397.1
OG0026172					KAF1758401.1
OG0026173					KAF1758413.1
OG0026174					KAF1758425.1
OG0026175					KAF1758434.1
OG0026176					KAF1758460.1
OG0026177					KAF1758466.1
OG0026178					KAF1758487.1
OG0026179					KAF1758493.1
OG0026180					KAF1758516.1
OG0026181					KAF1758525.1
OG0026182					KAF1758538.1
OG0026183					KAF1758540.1
OG0026184					KAF1758542.1
OG0026185					KAF1758546.1
OG0026186					KAF1758565.1
OG0026187					KAF1758599.1
OG0026188					KAF1758601.1
OG0026189					KAF1758605.1
OG0026190					KAF1758645.1
OG0026191					KAF1758655.1
OG0026192					KAF1758703.1
OG0026193					KAF1758707.1
OG0026194					KAF1758715.1
OG0026195					KAF1758716.1
OG0026196					KAF1758727.1
OG0026197					KAF1758735.1
OG0026198					KAF1758745.1
OG0026199					KAF1758751.1
OG0026200					KAF1758772.1
OG0026201					KAF1758783.1
OG0026202					KAF1758836.1
OG0026203					KAF1758843.1
OG0026204					KAF1758861.1
OG0026205					KAF1758862.1
OG0026206					KAF1758865.1
OG0026207					KAF1758883.1
OG0026208					KAF1758895.1
OG0026209					KAF1758898.1
OG0026210					KAF1758924.1
OG0026211					KAF1758925.1
OG0026212					KAF1758932.1
OG0026213					KAF1758979.1
OG0026214					KAF1759007.1
OG0026215					KAF1759008.1
OG0026216					KAF1759009.1
OG0026217					KAF1759012.1
OG0026218					KAF1759014.1
OG0026219					KAF1759025.1
OG0026220					KAF1759029.1
OG0026221					KAF1759031.1
OG0026222					KAF1759035.1
OG0026223					KAF1759057.1
OG0026224					KAF1759063.1
OG0026225					KAF1759064.1
OG0026226					KAF1759068.1
OG0026227					KAF1759075.1
OG0026228					KAF1759163.1
OG0026229					KAF1759175.1
OG0026230					KAF1759183.1
OG0026231					KAF1759205.1
OG0026232					KAF1759214.1
OG0026233					KAF1759280.1
OG0026234					KAF1759283.1
OG0026235					KAF1759287.1
OG0026236					KAF1759291.1
OG0026237					KAF1759308.1
OG0026238					KAF1759310.1
OG0026239					KAF1759322.1
OG0026240					KAF1759332.1
OG0026241					KAF1759333.1
OG0026242					KAF1759337.1
OG0026243					KAF1759341.1
OG0026244					KAF1759345.1
OG0026245					KAF1759349.1
OG0026246					KAF1759373.1
OG0026247					KAF1759379.1
OG0026248					KAF1759383.1
OG0026249					KAF1759385.1
OG0026250					KAF1759387.1
OG0026251					KAF1759388.1
OG0026252					KAF1759389.1
OG0026253					KAF1759390.1
OG0026254					KAF1759391.1
OG0026255					KAF1759392.1
OG0026256					KAF1759394.1
OG0026257					KAF1759399.1
OG0026258					KAF1759402.1
OG0026259					KAF1759406.1
OG0026260					KAF1759412.1
OG0026261					KAF1759413.1
OG0026262					KAF1759430.1
OG0026263					KAF1759455.1
OG0026264					KAF1759457.1
OG0026265					KAF1759470.1
OG0026266					KAF1759475.1
OG0026267					KAF1759507.1
OG0026268					KAF1759513.1
OG0026269					KAF1759529.1
OG0026270					KAF1759531.1
OG0026271					KAF1759535.1
OG0026272					KAF1759537.1
OG0026273					KAF1759538.1
OG0026274					KAF1759540.1
OG0026275					KAF1759541.1
OG0026276					KAF1759544.1
OG0026277					KAF1759545.1
OG0026278					KAF1759546.1
OG0026279					KAF1759577.1
OG0026280					KAF1759607.1
OG0026281					KAF1759613.1
OG0026282					KAF1759617.1
OG0026283					KAF1759620.1
OG0026284					KAF1759623.1
OG0026285					KAF1759631.1
OG0026286					KAF1759639.1
OG0026287					KAF1759642.1
OG0026288					KAF1759645.1
OG0026289					KAF1759665.1
OG0026290					KAF1759679.1
OG0026291					KAF1759682.1
OG0026292					KAF1759684.1
OG0026293					KAF1759699.1
OG0026294					KAF1759738.1
OG0026295					KAF1759747.1
OG0026296					KAF1759771.1
OG0026297					KAF1759773.1
OG0026298					KAF1759777.1
OG0026299					KAF1759797.1
OG0026300					KAF1759800.1
OG0026301					KAF1759801.1
OG0026302					KAF1759802.1
OG0026303					KAF1759822.1
OG0026304					KAF1759832.1
OG0026305					KAF1759834.1
OG0026306					KAF1759849.1
OG0026307					KAF1759855.1
OG0026308					KAF1759866.1
OG0026309					KAF1759874.1
OG0026310					KAF1759890.1
OG0026311					KAF1759891.1
OG0026312					KAF1759900.1
OG0026313					KAF1759904.1
OG0026314					KAF1759905.1
OG0026315					KAF1759912.1
OG0026316					KAF1759923.1
OG0026317					KAF1759927.1
OG0026318					KAF1759960.1
OG0026319					KAF1759963.1
OG0026320					KAF1759980.1
OG0026321					KAF1759986.1
OG0026322					KAF1759987.1
OG0026323					KAF1759990.1
OG0026324					KAF1760000.1
OG0026325					KAF1760013.1
OG0026326					KAF1760019.1
OG0026327					KAF1760020.1
OG0026328					KAF1760052.1
OG0026329					KAF1760059.1
OG0026330					KAF1760096.1
OG0026331					KAF1760103.1
OG0026332					KAF1760110.1
OG0026333					KAF1760116.1
OG0026334					KAF1760117.1
OG0026335					KAF1760121.1
OG0026336					KAF1760128.1
OG0026337					KAF1760182.1
OG0026338					KAF1760184.1
OG0026339					KAF1760189.1
OG0026340					KAF1760191.1
OG0026341					KAF1760193.1
OG0026342					KAF1760194.1
OG0026343					KAF1760203.1
OG0026344					KAF1760205.1
OG0026345					KAF1760209.1
OG0026346					KAF1760240.1
OG0026347					KAF1760248.1
OG0026348					KAF1760256.1
OG0026349					KAF1760257.1
OG0026350					KAF1760268.1
OG0026351					KAF1760269.1
OG0026352					KAF1760286.1
OG0026353					KAF1760287.1
OG0026354					KAF1760336.1
OG0026355					KAF1760346.1
OG0026356					KAF1760358.1
OG0026357					KAF1760378.1
OG0026358					KAF1760380.1
OG0026359					KAF1760384.1
OG0026360					KAF1760415.1
OG0026361					KAF1760445.1
OG0026362					KAF1760459.1
OG0026363					KAF1760462.1
OG0026364					KAF1760468.1
OG0026365					KAF1760475.1
OG0026366					KAF1760477.1
OG0026367					KAF1760481.1
OG0026368					KAF1760482.1
OG0026369					KAF1760492.1
OG0026370					KAF1760503.1
OG0026371					KAF1760506.1
OG0026372					KAF1760527.1
OG0026373					KAF1760537.1
OG0026374					KAF1760545.1
OG0026375					KAF1760553.1
OG0026376					KAF1760564.1
OG0026377					KAF1760570.1
OG0026378					KAF1760571.1
OG0026379					KAF1760573.1
OG0026380					KAF1760602.1
OG0026381					KAF1760607.1
