Sp34_X0034100.t1	IPR046373	Acyl-CoA oxidase/dehydrogenase, middle domain superfamily
Sp34_X0034200.t1	IPR004988	Protein of unknown function DUF273
Sp34_X0034200.t1	IPR029044	Nucleotide-diphospho-sugar transferases
Sp34_X0034300.t1	IPR006089	Acyl-CoA dehydrogenase, conserved site
Sp34_X0034300.t1	IPR006091	Acyl-CoA oxidase/dehydrogenase, middle domain
Sp34_X0034300.t1	IPR009075	Acyl-CoA dehydrogenase/oxidase, C-terminal
Sp34_X0034300.t1	IPR009100	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily
Sp34_X0034300.t1	IPR013786	Acyl-CoA dehydrogenase/oxidase, N-terminal
Sp34_X0034300.t1	IPR036250	Acyl-CoA dehydrogenase-like, C-terminal
Sp34_X0034300.t1	IPR037069	Acyl-CoA dehydrogenase/oxidase, N-terminal domain superfamily
Sp34_X0034300.t1	IPR046373	Acyl-CoA oxidase/dehydrogenase, middle domain superfamily
Sp34_X0034410.t1	IPR006089	Acyl-CoA dehydrogenase, conserved site
Sp34_X0034410.t1	IPR009075	Acyl-CoA dehydrogenase/oxidase, C-terminal
Sp34_X0034410.t1	IPR036250	Acyl-CoA dehydrogenase-like, C-terminal
Sp34_X0034700.t1	IPR000719	Protein kinase domain
Sp34_X0034700.t1	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Sp34_X0034700.t1	IPR001452	SH3 domain
Sp34_X0034700.t1	IPR008266	Tyrosine-protein kinase, active site
Sp34_X0034700.t1	IPR011009	Protein kinase-like domain superfamily
Sp34_X0034700.t1	IPR015116	Cdc42 binding domain-like
Sp34_X0034700.t1	IPR017441	Protein kinase, ATP binding site
Sp34_X0034700.t1	IPR020635	Tyrosine-protein kinase, catalytic domain
Sp34_X0034700.t1	IPR036028	SH3-like domain superfamily
Sp34_X0034700.t1	IPR037085	Cdc42 binding domain-like superfamily
Sp34_X0034800.t1	IPR001888	Transposase, type 1
Sp34_X0034800.t1	IPR036397	Ribonuclease H superfamily
Sp34_X0035000.t1	IPR000276	G protein-coupled receptor, rhodopsin-like
Sp34_X0035000.t1	IPR017452	GPCR, rhodopsin-like, 7TM
Sp34_X0035500.t1	IPR001584	Integrase, catalytic core
Sp34_X0035500.t1	IPR012337	Ribonuclease H-like superfamily
Sp34_X0035500.t1	IPR036397	Ribonuclease H superfamily
Sp34_X0035700.t1	IPR036397	Ribonuclease H superfamily
Sp34_X0036000.t1	IPR009738	BAT2, N-terminal
Sp34_X0036000.t1	IPR033184	Protein PRRC2
Sp34_X0036100.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_X0036100.t1	IPR041426	Mos1 transposase, HTH domain
Sp34_X0036200.t1	IPR003582	ShKT domain
Sp34_X0036200.t1	IPR006150	Cysteine-rich repeat
Sp34_X0036320.t1	IPR000571	Zinc finger, CCCH-type
Sp34_X0036500.t1	IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
Sp34_X0036500.t1	IPR028889	Ubiquitin specific protease domain
Sp34_X0036500.t1	IPR038765	Papain-like cysteine peptidase superfamily
Sp34_X0036600.t1	IPR002602	Domain of unknown function DB
Sp34_X0036700.t1	IPR001715	Calponin homology domain
Sp34_X0036700.t1	IPR011033	PRC-barrel-like superfamily
Sp34_X0036700.t1	IPR014797	CKK domain
Sp34_X0036700.t1	IPR022613	Calmodulin-regulated spectrin-associated protein-like, Calponin-homology domain
Sp34_X0036700.t1	IPR032940	Calmodulin-regulated spectrin-associated protein
Sp34_X0036700.t1	IPR036872	CH domain superfamily
Sp34_X0036700.t1	IPR038209	CKK domain superfamily
Sp34_X0036800.t1	IPR045329	Leucine zipper putative tumor suppressor
Sp34_X0036900.t1	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase
Sp34_X0036900.t1	IPR029787	Nucleotide cyclase
Sp34_X0037000.t1	IPR000719	Protein kinase domain
Sp34_X0037000.t1	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Sp34_X0037000.t1	IPR011009	Protein kinase-like domain superfamily
Sp34_X0037000.t1	IPR028082	Periplasmic binding protein-like I
Sp34_X0037100.t1	IPR000580	TSC22/Bun
Sp34_X0037200.t1	IPR000494	Receptor L-domain
Sp34_X0037200.t1	IPR036941	Receptor L-domain superfamily
Sp34_X0037300.t1	IPR008451	Chromadorea ALT
Sp34_X0037400.t1	IPR008451	Chromadorea ALT
Sp34_X0037500.t1	IPR002655	Acyl-CoA oxidase, C-terminal
Sp34_X0037500.t1	IPR009100	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily
Sp34_X0037500.t1	IPR012258	Acyl-CoA oxidase
Sp34_X0037500.t1	IPR029320	Acyl-coenzyme A oxidase, N-terminal
Sp34_X0037500.t1	IPR036250	Acyl-CoA dehydrogenase-like, C-terminal
Sp34_X0037500.t1	IPR037069	Acyl-CoA dehydrogenase/oxidase, N-terminal domain superfamily
Sp34_X0037500.t1	IPR046373	Acyl-CoA oxidase/dehydrogenase, middle domain superfamily
Sp34_X0037700.t1	IPR002123	Phospholipid/glycerol acyltransferase
Sp34_X0037700.t1	IPR004552	1-acyl-sn-glycerol-3-phosphate acyltransferase
Sp34_X0037800.t1	IPR000330	SNF2, N-terminal
Sp34_X0037800.t1	IPR001650	Helicase, C-terminal
Sp34_X0037800.t1	IPR014001	Helicase superfamily 1/2, ATP-binding domain
Sp34_X0037800.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_X0037800.t1	IPR038718	SNF2-like, N-terminal domain superfamily
Sp34_X0038000.t1	IPR000770	SAND domain
Sp34_X0038000.t1	IPR010919	SAND-like domain superfamily
Sp34_X0038210.t1	IPR000276	G protein-coupled receptor, rhodopsin-like
Sp34_X0038210.t1	IPR017452	GPCR, rhodopsin-like, 7TM
Sp34_X0038220.t1	IPR021109	Aspartic peptidase domain superfamily
Sp34_X0038300.t1	IPR003439	ABC transporter-like, ATP-binding domain
Sp34_X0038300.t1	IPR003593	AAA+ ATPase domain
Sp34_X0038300.t1	IPR011527	ABC transporter type 1, transmembrane domain
Sp34_X0038300.t1	IPR017871	ABC transporter-like, conserved site
Sp34_X0038300.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_X0038300.t1	IPR036640	ABC transporter type 1, transmembrane domain superfamily
Sp34_X0038400.t1	IPR008160	Collagen triple helix repeat
Sp34_X0038500.t1	IPR002486	Nematode cuticle collagen, N-terminal
Sp34_X0038500.t1	IPR008160	Collagen triple helix repeat
Sp34_X0038800.t1	IPR001478	PDZ domain
Sp34_X0038800.t1	IPR036034	PDZ superfamily
Sp34_X0039000.t1	IPR042097	Aminopeptidase N-like , N-terminal domain superfamliy
Sp34_X0039000.t1	IPR045357	Aminopeptidase N-like , N-terminal domain
Sp34_X0039100.t1	IPR004709	Na+/H+ exchanger
Sp34_X0039100.t1	IPR006153	Cation/H+ exchanger
Sp34_X0039100.t1	IPR018422	Cation/H+ exchanger, CPA1 family
Sp34_X0039200.t1	IPR004299	Membrane bound O-acyl transferase, MBOAT
Sp34_X0039200.t1	IPR014371	Sterol O-acyltransferase, ACAT/DAG/ARE types
Sp34_X0039300.t1	IPR000542	Acyltransferase ChoActase/COT/CPT
Sp34_X0039300.t1	IPR023213	Chloramphenicol acetyltransferase-like domain superfamily
Sp34_X0039300.t1	IPR039551	Choline/carnitine acyltransferase domain
Sp34_X0039300.t1	IPR042231	Choline/Carnitine o-acyltransferase, domain 2
Sp34_X0039400.t1	IPR041426	Mos1 transposase, HTH domain
Sp34_X0039500.t1	IPR000834	Peptidase M14, carboxypeptidase A
Sp34_X0039500.t1	IPR008969	Carboxypeptidase-like, regulatory domain superfamily
Sp34_X0039600.t1	IPR008160	Collagen triple helix repeat
Sp34_X0039800.t1	IPR001841	Zinc finger, RING-type
Sp34_X0039800.t1	IPR013083	Zinc finger, RING/FYVE/PHD-type
Sp34_X0040200.t1	IPR004142	NDRG
Sp34_X0040200.t1	IPR029058	Alpha/Beta hydrolase fold
Sp34_X0040300.t1	IPR039884	Coiled-coil domain-containing protein R3HC1/R3HCL
Sp34_X0040400.t1	IPR036397	Ribonuclease H superfamily
Sp34_X0040500.t1	IPR036397	Ribonuclease H superfamily
Sp34_X0040600.t1	IPR036397	Ribonuclease H superfamily
Sp34_X0040711.t1	IPR001087	GDSL lipase/esterase
Sp34_X0040711.t1	IPR035547	Phospholipase B
Sp34_X0040711.t1	IPR036514	SGNH hydrolase superfamily
Sp34_X0040711.t1	IPR038885	Phospholipase B1, membrane-associated
Sp34_X0040900.t1	IPR002067	Mitochondrial carrier protein
Sp34_X0040900.t1	IPR018108	Mitochondrial substrate/solute carrier
Sp34_X0040900.t1	IPR023395	Mitochondrial carrier domain superfamily
Sp34_X0041300.t1	IPR000719	Protein kinase domain
Sp34_X0041300.t1	IPR000961	AGC-kinase, C-terminal
Sp34_X0041300.t1	IPR008271	Serine/threonine-protein kinase, active site
Sp34_X0041300.t1	IPR011009	Protein kinase-like domain superfamily
Sp34_X0041300.t1	IPR017441	Protein kinase, ATP binding site
Sp34_X0041400.t1	IPR001322	Lamin tail domain
Sp34_X0041400.t1	IPR016451	Intermediate filament, ifa/ifb
Sp34_X0041400.t1	IPR036415	Lamin tail domain superfamily
Sp34_X0041400.t1	IPR039008	Intermediate filament, rod domain
Sp34_X0041600.t1	IPR003280	Two pore domain potassium channel
Sp34_X0041600.t1	IPR013099	Potassium channel domain
Sp34_X0041800.t1	IPR001965	Zinc finger, PHD-type
Sp34_X0041800.t1	IPR006565	Bromodomain associated domain
Sp34_X0041800.t1	IPR009072	Histone-fold
Sp34_X0041800.t1	IPR011011	Zinc finger, FYVE/PHD-type
Sp34_X0041800.t1	IPR013083	Zinc finger, RING/FYVE/PHD-type
Sp34_X0041800.t1	IPR019786	Zinc finger, PHD-type, conserved site
Sp34_X0041800.t1	IPR019787	Zinc finger, PHD-finger
Sp34_X0041900.t1	IPR036397	Ribonuclease H superfamily
Sp34_X0042000.t1	IPR000536	Nuclear hormone receptor, ligand-binding domain
Sp34_X0042000.t1	IPR001628	Zinc finger, nuclear hormone receptor-type
Sp34_X0042000.t1	IPR013088	Zinc finger, NHR/GATA-type
Sp34_X0042000.t1	IPR035500	Nuclear hormone receptor-like domain superfamily
Sp34_X0042000.t1	IPR049636	Hepatocyte nuclear factor 4-like, DNA-binding domain
Sp34_X0042100.t1	IPR000997	Cholinesterase
Sp34_X0042100.t1	IPR002018	Carboxylesterase, type B
Sp34_X0042100.t1	IPR019819	Carboxylesterase type B, conserved site
Sp34_X0042100.t1	IPR019826	Carboxylesterase type B, active site
Sp34_X0042100.t1	IPR029058	Alpha/Beta hydrolase fold
Sp34_X0042300.t1	IPR001442	Collagen IV, non-collagenous
Sp34_X0042300.t1	IPR008160	Collagen triple helix repeat
Sp34_X0042300.t1	IPR016187	C-type lectin fold
Sp34_X0042300.t1	IPR036954	Collagen IV, non-collagenous domain superfamily
Sp34_X0042600.t1	IPR000195	Rab-GAP-TBC domain
Sp34_X0042600.t1	IPR035969	Rab-GAP-TBC domain superfamily
Sp34_X0042800.t1	IPR002108	Actin-depolymerising factor homology domain
Sp34_X0042800.t1	IPR028458	Twinfilin
Sp34_X0042800.t1	IPR029006	ADF-H/Gelsolin-like domain superfamily
Sp34_X0042900.t1	IPR000152	EGF-type aspartate/asparagine hydroxylation site
Sp34_X0042900.t1	IPR000742	EGF-like domain
Sp34_X0042900.t1	IPR000859	CUB domain
Sp34_X0042900.t1	IPR001506	Peptidase M12A
Sp34_X0042900.t1	IPR001881	EGF-like calcium-binding domain
Sp34_X0042900.t1	IPR006026	Peptidase, metallopeptidase
Sp34_X0042900.t1	IPR009030	Growth factor receptor cysteine-rich domain superfamily
Sp34_X0042900.t1	IPR015446	Bone morphogenetic protein 1/tolloid-like protein
Sp34_X0042900.t1	IPR018097	EGF-like calcium-binding, conserved site
Sp34_X0042900.t1	IPR024079	Metallopeptidase, catalytic domain superfamily
Sp34_X0042900.t1	IPR034036	Tolloid/BMP1 peptidase domain
Sp34_X0042900.t1	IPR035914	Spermadhesin, CUB domain superfamily
Sp34_X0043000.t1	IPR017946	PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily
Sp34_X0043000.t1	IPR042158	PI-PLC X domain-containing protein 1/2/3
Sp34_X0043100.t1	IPR001148	Alpha carbonic anhydrase domain
Sp34_X0043100.t1	IPR018338	Carbonic anhydrase, alpha-class, conserved site
Sp34_X0043100.t1	IPR023561	Carbonic anhydrase, alpha-class
Sp34_X0043100.t1	IPR036398	Alpha carbonic anhydrase domain superfamily
Sp34_X0043200.t1	IPR011513	Non-structural maintenance of chromosomes element 1
Sp34_X0043200.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_X0043300.t1	IPR005312	Protein of unknown function DUF1759
Sp34_X0043510.t1	IPR013087	Zinc finger C2H2-type
Sp34_X0043510.t1	IPR036236	Zinc finger C2H2 superfamily
Sp34_X0043520.t1	IPR001680	WD40 repeat
Sp34_X0043520.t1	IPR011990	Tetratricopeptide-like helical domain superfamily
Sp34_X0043520.t1	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
Sp34_X0043520.t1	IPR036322	WD40-repeat-containing domain superfamily
Sp34_X0043700.t1	IPR019408	7TM GPCR, serpentine receptor class ab (Srab)
Sp34_X0043800.t1	IPR000276	G protein-coupled receptor, rhodopsin-like
Sp34_X0043800.t1	IPR017452	GPCR, rhodopsin-like, 7TM
Sp34_X0043900.t1	IPR002126	Cadherin-like
Sp34_X0043900.t1	IPR015919	Cadherin-like superfamily
Sp34_X0043900.t1	IPR020894	Cadherin conserved site
Sp34_X0044000.t1	IPR043519	Nucleotidyltransferase superfamily
Sp34_X0044300.t1	IPR001124	Lipid-binding serum glycoprotein, C-terminal
Sp34_X0044300.t1	IPR017943	Bactericidal permeability-increasing protein, alpha/beta domain superfamily
Sp34_X0044300.t1	IPR032942	BPI/LBP/Plunc family
Sp34_X0044400.t1	IPR002048	EF-hand domain
Sp34_X0044400.t1	IPR011992	EF-hand domain pair
Sp34_X0044400.t1	IPR018247	EF-Hand 1, calcium-binding site
Sp34_X0044400.t1	IPR041534	PP2A regulatory subunit B'', EF-hand domain
Sp34_X0044400.t1	IPR048855	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha/beta/delta, EF-hand
Sp34_X0044610.t1	IPR007133	RNA polymerase II associated factor Paf1
Sp34_X0044700.t1	IPR000477	Reverse transcriptase domain
Sp34_X0044700.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_X0044900.t1	IPR040232	Protein Kreg-1
Sp34_X0045100.t1	IPR000477	Reverse transcriptase domain
Sp34_X0045100.t1	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
Sp34_X0045100.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_X0045200.t1	IPR006028	Gamma-aminobutyric acid A receptor/Glycine receptor alpha
Sp34_X0045200.t1	IPR006029	Neurotransmitter-gated ion-channel transmembrane domain
Sp34_X0045200.t1	IPR006201	Neurotransmitter-gated ion-channel
Sp34_X0045200.t1	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
Sp34_X0045200.t1	IPR018000	Neurotransmitter-gated ion-channel, conserved site
Sp34_X0045200.t1	IPR036719	Neurotransmitter-gated ion-channel transmembrane domain superfamily
Sp34_X0045200.t1	IPR036734	Neurotransmitter-gated ion-channel ligand-binding domain superfamily
Sp34_X0045200.t1	IPR038050	Neuronal acetylcholine receptor
Sp34_X0045300.t1	IPR000286	Histone deacetylase family
Sp34_X0045300.t1	IPR023696	Ureohydrolase domain superfamily
Sp34_X0045300.t1	IPR023801	Histone deacetylase domain
Sp34_X0045300.t1	IPR037138	Histone deacetylase domain superfamily
Sp34_X0045500.t1	IPR001293	Zinc finger, TRAF-type
Sp34_X0045500.t1	IPR001810	F-box domain
Sp34_X0045500.t1	IPR031890	F-box only protein 30/40
Sp34_X0045900.t1	IPR036397	Ribonuclease H superfamily
Sp34_X0046000.t1	IPR036397	Ribonuclease H superfamily
Sp34_X0046100.t1	IPR011701	Major facilitator superfamily
Sp34_X0046100.t1	IPR020846	Major facilitator superfamily domain
Sp34_X0046100.t1	IPR036259	MFS transporter superfamily
Sp34_X0046300.t1	IPR000796	Aspartate/other aminotransferase
Sp34_X0046300.t1	IPR004838	Aminotransferases, class-I, pyridoxal-phosphate-binding site
Sp34_X0046300.t1	IPR004839	Aminotransferase, class I/classII
Sp34_X0046300.t1	IPR015421	Pyridoxal phosphate-dependent transferase, major domain
Sp34_X0046300.t1	IPR015422	Pyridoxal phosphate-dependent transferase, small domain
Sp34_X0046300.t1	IPR015424	Pyridoxal phosphate-dependent transferase
Sp34_X0046400.t1	IPR000719	Protein kinase domain
Sp34_X0046400.t1	IPR008271	Serine/threonine-protein kinase, active site
Sp34_X0046400.t1	IPR011009	Protein kinase-like domain superfamily
Sp34_X0046400.t1	IPR017441	Protein kinase, ATP binding site
Sp34_X0046400.t1	IPR028375	KA1 domain/Ssp2, C-terminal
Sp34_X0046400.t1	IPR032270	AMPK, C-terminal adenylate sensor domain
Sp34_X0046400.t1	IPR049020	PRKAA1/2, autoinhibitory domain
Sp34_X0046500.t1	IPR001873	Epithelial sodium channel
Sp34_X0046500.t1	IPR004726	Degenerin
Sp34_X0046500.t1	IPR020903	Epithelial sodium channel, conserved site
Sp34_X0046600.t1	IPR001837	Adenylate cyclase-associated CAP
Sp34_X0046600.t1	IPR006599	CARP motif
Sp34_X0046600.t1	IPR013912	Adenylate cyclase-associated CAP, C-terminal
Sp34_X0046600.t1	IPR016098	Cyclase-associated protein CAP/septum formation inhibitor MinC, C-terminal
Sp34_X0046600.t1	IPR017901	C-CAP/cofactor C-like domain
Sp34_X0046600.t1	IPR036222	Adenylate cyclase-associated CAP, N-terminal domain superfamily
Sp34_X0046600.t1	IPR036223	Adenylate cyclase-associated CAP, C-terminal superfamily
Sp34_X0046700.t1	IPR001107	Band 7 domain
Sp34_X0046700.t1	IPR001972	Stomatin/HflK family
Sp34_X0046700.t1	IPR018080	Band 7/stomatin-like, conserved site
Sp34_X0046700.t1	IPR036013	Band 7/SPFH domain superfamily
Sp34_X0046700.t1	IPR043202	Band-7 stomatin-like
Sp34_X0046800.t1	IPR019347	Axonemal dynein light chain
Sp34_X0047100.t1	IPR036397	Ribonuclease H superfamily
Sp34_X0047100.t1	IPR038717	Tc1-like transposase, DDE domain
Sp34_X0047200.t1	IPR005522	Inositol polyphosphate kinase
Sp34_X0047200.t1	IPR038286	Inositol polyphosphate kinase superfamily
Sp34_X0047300.t1	IPR000644	CBS domain
Sp34_X0047300.t1	IPR046342	CBS domain superfamily
Sp34_X0047400.t1	IPR013087	Zinc finger C2H2-type
Sp34_X0047500.t1	IPR000873	AMP-dependent synthetase/ligase domain
Sp34_X0047500.t1	IPR025110	AMP-binding enzyme, C-terminal domain
Sp34_X0047500.t1	IPR042099	ANL, N-terminal domain
Sp34_X0047500.t1	IPR045851	AMP-binding enzyme, C-terminal domain superfamily
Sp34_X0047600.t1	IPR004878	Otopetrin
Sp34_X0047700.t1	IPR002223	Pancreatic trypsin inhibitor Kunitz domain
Sp34_X0047700.t1	IPR002557	Chitin binding domain
Sp34_X0047700.t1	IPR006149	EB domain
Sp34_X0047700.t1	IPR006150	Cysteine-rich repeat
Sp34_X0047700.t1	IPR020901	Proteinase inhibitor I2, Kunitz, conserved site
Sp34_X0047700.t1	IPR028150	Lustrin, cysteine-rich repeated
Sp34_X0047700.t1	IPR036508	Chitin binding domain superfamily
Sp34_X0047700.t1	IPR036880	Pancreatic trypsin inhibitor Kunitz domain superfamily
Sp34_X0048000.t1	IPR002018	Carboxylesterase, type B
Sp34_X0048000.t1	IPR019826	Carboxylesterase type B, active site
Sp34_X0048000.t1	IPR029058	Alpha/Beta hydrolase fold
Sp34_X0048100.t1	IPR000477	Reverse transcriptase domain
Sp34_X0048100.t1	IPR001584	Integrase, catalytic core
Sp34_X0048100.t1	IPR001878	Zinc finger, CCHC-type
Sp34_X0048100.t1	IPR005312	Protein of unknown function DUF1759
Sp34_X0048100.t1	IPR008042	Retrotransposon, Pao
Sp34_X0048100.t1	IPR008737	Peptidase aspartic, putative
Sp34_X0048100.t1	IPR009878	Phlebovirus glycoprotein G2, fusion domain
Sp34_X0048100.t1	IPR012337	Ribonuclease H-like superfamily
Sp34_X0048100.t1	IPR036397	Ribonuclease H superfamily
Sp34_X0048100.t1	IPR040676	Domain of unknown function DUF5641
Sp34_X0048100.t1	IPR041588	Integrase zinc-binding domain
Sp34_X0048100.t1	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
Sp34_X0048100.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_X0048200.t1	IPR000742	EGF-like domain
Sp34_X0048200.t1	IPR002018	Carboxylesterase, type B
Sp34_X0048200.t1	IPR019826	Carboxylesterase type B, active site
Sp34_X0048200.t1	IPR029058	Alpha/Beta hydrolase fold
Sp34_X0048300.t1	IPR009635	Neural proliferation differentiation control-1
Sp34_X0048600.t1	IPR001888	Transposase, type 1
Sp34_X0048600.t1	IPR036397	Ribonuclease H superfamily
Sp34_X0048700.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_X0048700.t1	IPR036397	Ribonuclease H superfamily
Sp34_X0048700.t1	IPR041426	Mos1 transposase, HTH domain
Sp34_X0048900.t1	IPR010291	Ion channel regulatory protein, UNC-93
Sp34_X0048900.t1	IPR036259	MFS transporter superfamily
Sp34_X0049000.t1	IPR026319	Zinc finger C2HC domain-containing protein 1A/B-like
Sp34_X0049110.t1	IPR000304	Pyrroline-5-carboxylate reductase
Sp34_X0049110.t1	IPR008927	6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily
Sp34_X0049110.t1	IPR028939	Pyrroline-5-carboxylate reductase, catalytic, N-terminal
Sp34_X0049110.t1	IPR029036	Pyrroline-5-carboxylate reductase, dimerisation domain
Sp34_X0049110.t1	IPR036291	NAD(P)-binding domain superfamily
Sp34_X0049200.t1	IPR036397	Ribonuclease H superfamily
Sp34_X0049400.t1	IPR000409	BEACH domain
Sp34_X0049400.t1	IPR036372	BEACH domain superfamily
Sp34_X0049500.t1	IPR036397	Ribonuclease H superfamily
Sp34_X0049600.t1	IPR005045	CDC50/LEM3 family
Sp34_X0049700.t1	IPR002486	Nematode cuticle collagen, N-terminal
Sp34_X0049700.t1	IPR008160	Collagen triple helix repeat
Sp34_X0049800.t1	IPR000933	Glycoside hydrolase, family 29
Sp34_X0049800.t1	IPR016286	Alpha-L-fucosidase, metazoa-type
Sp34_X0049800.t1	IPR017853	Glycoside hydrolase superfamily
Sp34_X0049800.t1	IPR018526	Glycoside hydrolase, family 29, conserved site
Sp34_X0050000.t1	IPR019336	GPR180/TMEM145, transmembrane domain
Sp34_X0050000.t1	IPR047831	GPR180/TMEM145
Sp34_X0050100.t1	IPR006201	Neurotransmitter-gated ion-channel
Sp34_X0050100.t1	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
Sp34_X0050100.t1	IPR018000	Neurotransmitter-gated ion-channel, conserved site
Sp34_X0050100.t1	IPR036734	Neurotransmitter-gated ion-channel ligand-binding domain superfamily
Sp34_X0050200.t1	IPR006201	Neurotransmitter-gated ion-channel
Sp34_X0050200.t1	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
Sp34_X0050200.t1	IPR018000	Neurotransmitter-gated ion-channel, conserved site
Sp34_X0050200.t1	IPR036734	Neurotransmitter-gated ion-channel ligand-binding domain superfamily
Sp34_X0050300.t1	IPR000719	Protein kinase domain
Sp34_X0050300.t1	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Sp34_X0050300.t1	IPR011009	Protein kinase-like domain superfamily
Sp34_X0050400.t1	IPR000301	Tetraspanin, animals
Sp34_X0050400.t1	IPR008952	Tetraspanin, EC2 domain superfamily
Sp34_X0050400.t1	IPR018499	Tetraspanin/Peripherin
Sp34_X0050600.t1	IPR007863	Peptidase M16, C-terminal
Sp34_X0050600.t1	IPR011249	Metalloenzyme, LuxS/M16 peptidase-like
Sp34_X0050600.t1	IPR011765	Peptidase M16, N-terminal
Sp34_X0050700.t1	IPR004821	Cytidyltransferase-like domain
Sp34_X0050700.t1	IPR005248	Nicotinate/nicotinamide nucleotide adenylyltransferase
Sp34_X0050700.t1	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold
Sp34_X0050800.t1	IPR000719	Protein kinase domain
Sp34_X0050800.t1	IPR008271	Serine/threonine-protein kinase, active site
Sp34_X0050800.t1	IPR011009	Protein kinase-like domain superfamily
Sp34_X0050800.t1	IPR017441	Protein kinase, ATP binding site
Sp34_X0050900.t1	IPR036736	ACP-like superfamily
Sp34_X0051300.t1	IPR027986	T-cell activation inhibitor, mitochondrial
Sp34_X0051300.t1	IPR027989	Domain of unknown function DUF4461
Sp34_X0051300.t1	IPR028031	Domain of unknown function DUF4460
Sp34_X0051400.t1	IPR000219	Dbl homology (DH) domain
Sp34_X0051400.t1	IPR000980	SH2 domain
Sp34_X0051400.t1	IPR001331	Guanine-nucleotide dissociation stimulator, CDC24, conserved site
Sp34_X0051400.t1	IPR001452	SH3 domain
Sp34_X0051400.t1	IPR001715	Calponin homology domain
Sp34_X0051400.t1	IPR001849	Pleckstrin homology domain
Sp34_X0051400.t1	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain
Sp34_X0051400.t1	IPR011993	PH-like domain superfamily
Sp34_X0051400.t1	IPR035031	Vav, SH2 domain, invertebrate
Sp34_X0051400.t1	IPR035899	Dbl homology (DH) domain superfamily
Sp34_X0051400.t1	IPR036028	SH3-like domain superfamily
Sp34_X0051400.t1	IPR036860	SH2 domain superfamily
Sp34_X0051400.t1	IPR036872	CH domain superfamily
Sp34_X0051400.t1	IPR046349	C1-like domain superfamily
Sp34_X0051500.t1	IPR002486	Nematode cuticle collagen, N-terminal
Sp34_X0051500.t1	IPR008160	Collagen triple helix repeat
Sp34_X0051600.t1	IPR036397	Ribonuclease H superfamily
Sp34_X0051700.t1	IPR036397	Ribonuclease H superfamily
Sp34_X0051800.t1	IPR000469	G-protein alpha subunit, group 12/13
Sp34_X0051800.t1	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit
Sp34_X0051800.t1	IPR011025	G protein alpha subunit, helical insertion
Sp34_X0051800.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_X0052200.t1	IPR036397	Ribonuclease H superfamily
Sp34_X0052400.t1	IPR011701	Major facilitator superfamily
Sp34_X0052400.t1	IPR036259	MFS transporter superfamily
Sp34_X0052400.t1	IPR049680	Solute carrier family 49-like
Sp34_X0052700.t1	IPR004139	Glycosyl transferase, family 13
Sp34_X0052700.t1	IPR029044	Nucleotide-diphospho-sugar transferases
Sp34_X0052800.t1	IPR008588	Protein of unknown function DUF870, Caenorhabditis species
Sp34_X0052900.t1	IPR036397	Ribonuclease H superfamily
Sp34_X0053000.t1	IPR029034	Cystine-knot cytokine
Sp34_X0053100.t1	IPR012496	TMC domain
Sp34_X0053100.t1	IPR038900	Transmembrane channel-like protein
Sp34_X0053200.t1	IPR001534	Transthyretin-like
Sp34_X0053200.t1	IPR038479	Transthyretin-like superfamily
Sp34_X0053300.t1	IPR000276	G protein-coupled receptor, rhodopsin-like
Sp34_X0053300.t1	IPR000611	Neuropeptide Y receptor family
Sp34_X0053300.t1	IPR017452	GPCR, rhodopsin-like, 7TM
Sp34_X0053500.t1	IPR002553	Clathrin/coatomer adaptor, adaptin-like, N-terminal
Sp34_X0053500.t1	IPR003164	Clathrin adaptor, alpha-adaptin, appendage, C-terminal subdomain
